name,address,rating,total_photos,total_ratings,coordinates
Ikki Sushi Japanese and Cuisine,2328 Kingston Rd,7.4,5.0,12.0,"43.70241858146351,-79.2563167072858"
Eggsmart,2331 Kingston Rd,7.0,7.0,8.0,"43.70241858146351,-79.2563167072858"
Tim Hortons,2294 Kingston Rd,6.5,15.0,18.0,"43.70241858146351,-79.2563167072858"
Navayo Greek Bistro,2258 Kingston Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
Gourmet Schnitzel House,2286 Kingston Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
Domino's Pizza,2269 Kingston Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
Tara Inn,2365 Kingston Rd,5.7,8.0,12.0,"43.70241858146351,-79.2563167072858"
Jatujak,2386 Kingston Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
KFC,2383 Kingston Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
Grand Palace,380 Birchmount Rd,,0.0,0.0,"43.70241858146351,-79.2563167072858"
Jatujak,1466 Kingston Rd,8.2,15.0,30.0,"43.68824135931814,-79.27046628033244"
The Birchcliff,1666 Kingston Rd,8.5,7.0,12.0,"43.68824135931814,-79.27046628033244"
Pizzeria Rustico,1430 Kingston Rd,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Harvey's,3400 Danforth Ave,6.3,5.0,17.0,"43.68824135931814,-79.27046628033244"
The Kingston Social,1427 Kingston Rd,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Busters by the Bluffs,1539 Kingston Rd,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Enrico's Pizza,1736 Kingston Rd,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Adda,3342 Danforth Ave,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Premium Sweets,60 Danforth Rd,,0.0,0.0,"43.68824135931814,-79.27046628033244"
Reginos Pizza,3331 Danforth Ave,,0.0,0.0,"43.68824135931814,-79.27046628033244"
The Birchcliff,1666 Kingston Rd,8.5,7.0,12.0,"43.691688,-79.265027"
Jatujak,1466 Kingston Rd,8.2,15.0,30.0,"43.691688,-79.265027"
Harvey's,3400 Danforth Ave,6.3,5.0,17.0,"43.691688,-79.265027"
Enrico's Pizza,1736 Kingston Rd,,0.0,0.0,"43.691688,-79.265027"
Busters by the Bluffs,1539 Kingston Rd,,0.0,0.0,"43.691688,-79.265027"
Pizzeria Rustico,1430 Kingston Rd,,0.0,0.0,"43.691688,-79.265027"
The Kingston Social,1427 Kingston Rd,,0.0,0.0,"43.691688,-79.265027"
Premium Sweets,60 Danforth Rd,,0.0,0.0,"43.691688,-79.265027"
Anne's Kitchen,35 Birchcliff Ave,,0.0,0.0,"43.691688,-79.265027"
Cheers,1553 Kingston Rd,,0.0,0.0,"43.691688,-79.265027"
The Birchcliff,1666 Kingston Rd,8.5,7.0,12.0,"43.697490048103,-79.25655146462776"
Tim Hortons,2294 Kingston Rd,6.5,15.0,18.0,"43.697490048103,-79.25655146462776"
Enrico's Pizza,1736 Kingston Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
Navayo Greek Bistro,2258 Kingston Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
Gourmet Schnitzel House,2286 Kingston Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
Grand Palace,380 Birchmount Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
Chicken Burger Restaurant,2203 Kingston Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
Anne's Kitchen,35 Birchcliff Ave,,0.0,0.0,"43.697490048103,-79.25655146462776"
Amazona Bar & Grill Greek Cuisine,2277 Kingston Rd,,0.0,0.0,"43.697490048103,-79.25655146462776"
The Birchcliff,1666 Kingston Rd,8.5,7.0,12.0,"43.69401297794256,-79.26257204548136"
Jatujak,1466 Kingston Rd,8.2,15.0,30.0,"43.69401297794256,-79.26257204548136"
Enrico's Pizza,1736 Kingston Rd,,0.0,0.0,"43.69401297794256,-79.26257204548136"
Busters by the Bluffs,1539 Kingston Rd,,0.0,0.0,"43.69401297794256,-79.26257204548136"
Grand Palace,380 Birchmount Rd,,0.0,0.0,"43.69401297794256,-79.26257204548136"
Anne's Kitchen,35 Birchcliff Ave,,0.0,0.0,"43.69401297794256,-79.26257204548136"
Cheers,1553 Kingston Rd,,0.0,0.0,"43.69401297794256,-79.26257204548136"
Tim Hortons,2480 Gerrard St E,6.9,7.0,14.0,"43.6929478,-79.28339980000001"
Harvey's,3400 Danforth Ave,6.3,5.0,17.0,"43.6929478,-79.28339980000001"
Tim Hortons,3003 Danforth Ave,6.1,1.0,3.0,"43.6929478,-79.28339980000001"
Dhaka Biryani House,3315 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Reginos Pizza,3331 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Tim Hortons,3075 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Church's Chicken,3003 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Adda,3342 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Ritz Caribbean Foods,3003 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
Mr.Sub,3040 Danforth Ave,,0.0,0.0,"43.6929478,-79.28339980000001"
The Birchcliff,1666 Kingston Rd,8.5,7.0,12.0,"43.6950192,-79.27180659999999"
Jatujak,1466 Kingston Rd,8.2,15.0,30.0,"43.6950192,-79.27180659999999"
Harvey's,3400 Danforth Ave,6.3,5.0,17.0,"43.6950192,-79.27180659999999"
Premium Sweets,60 Danforth Rd,,0.0,0.0,"43.6950192,-79.27180659999999"
Adda,3342 Danforth Ave,,0.0,0.0,"43.6950192,-79.27180659999999"
Busters by the Bluffs,1539 Kingston Rd,,0.0,0.0,"43.6950192,-79.27180659999999"
Reginos Pizza,3331 Danforth Ave,,0.0,0.0,"43.6950192,-79.27180659999999"
Enrico's Pizza,1736 Kingston Rd,,0.0,0.0,"43.6950192,-79.27180659999999"
Grand Palace,380 Birchmount Rd,,0.0,0.0,"43.6950192,-79.27180659999999"
Pizzeria Rustico,1430 Kingston Rd,,0.0,0.0,"43.6950192,-79.27180659999999"
Sushi Zuki,2030 Eglinton Ave W,8.6,15.0,18.0,"43.69263249999999,-79.4627536"
Babos Donerpoint,2216 Eglinton Ave W,7.5,8.0,19.0,"43.69263249999999,-79.4627536"
Commisso Bros & Racco Italian Bakery,8 Kincort St,7.9,34.0,50.0,"43.69263249999999,-79.4627536"
KFC,2296 Eglinton Ave W,5.8,5.0,10.0,"43.69263249999999,-79.4627536"
Pizza Hut,1862 Eglinton Ave W,6.3,6.0,0.0,"43.69263249999999,-79.4627536"
Rumi's Hot Dog Stand: Westside Mall,2360 Eglinton Ave E,,0.0,0.0,"43.69263249999999,-79.4627536"
Casa Portuguesa,682 Caledonia Rd,,0.0,0.0,"43.69263249999999,-79.4627536"
Mercado,682 Caledonia Rd,,0.0,0.0,"43.69263249999999,-79.4627536"
Yummy Tummy,1962 Eglinton Ave W,,0.0,0.0,"43.69263249999999,-79.4627536"
Tangerine Asian Cuisine,7960 Markham Rd,,0.0,0.0,"43.69263249999999,-79.4627536"
Ikki Sushi Japanese and Cuisine,2328 Kingston Rd,7.4,5.0,12.0,"43.7105975,-79.2541175"
Eggsmart,2331 Kingston Rd,7.0,7.0,8.0,"43.7105975,-79.2541175"
Subway,2473 Kingston Rd,6.5,1.0,1.0,"43.7105975,-79.2541175"
Tim Hortons,2294 Kingston Rd,6.5,15.0,18.0,"43.7105975,-79.2541175"
Tim Hortons,3566 St Clair Ave E,6.3,1.0,0.0,"43.7105975,-79.2541175"
Tara Inn,2365 Kingston Rd,5.7,8.0,12.0,"43.7105975,-79.2541175"
Aioli Bistro,2446 Kingston Rd,,0.0,0.0,"43.7105975,-79.2541175"
ART of BBQ Smokehouse,2478 Kingston Rd,,0.0,0.0,"43.7105975,-79.2541175"
Jatujak,2386 Kingston Rd,,0.0,0.0,"43.7105975,-79.2541175"
Mexitaco,2496 Kingston Rd,,0.0,0.0,"43.7105975,-79.2541175"
Sushi Zuki,2030 Eglinton Ave W,8.6,15.0,18.0,"43.69415,-79.45782580000001"
Babos Donerpoint,2216 Eglinton Ave W,7.5,8.0,19.0,"43.69415,-79.45782580000001"
Commisso Bros & Racco Italian Bakery,8 Kincort St,7.9,34.0,50.0,"43.69415,-79.45782580000001"
California Sandwiches,2700 Dufferin St,7.4,42.0,101.0,"43.69415,-79.45782580000001"
Tim Hortons,1801 Eglinton Ave W,7.3,12.0,17.0,"43.69415,-79.45782580000001"
Pizza Hut,1862 Eglinton Ave W,6.3,6.0,0.0,"43.69415,-79.45782580000001"
KFC,2296 Eglinton Ave W,5.8,5.0,10.0,"43.69415,-79.45782580000001"
Koricancha Restaurant,1885 Eglinton Ave W,,0.0,0.0,"43.69415,-79.45782580000001"
Bistrot92,1885 Eglinton Ave W,,0.0,0.0,"43.69415,-79.45782580000001"
Mercado,682 Caledonia Rd,,0.0,0.0,"43.69415,-79.45782580000001"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.668500046272165,-79.3946235999697"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,"43.668500046272165,-79.3946235999697"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,"43.668500046272165,-79.3946235999697"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.668500046272165,-79.3946235999697"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.668500046272165,-79.3946235999697"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,"43.668500046272165,-79.3946235999697"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,"43.668500046272165,-79.3946235999697"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.668500046272165,-79.3946235999697"
Planta,1221 Bay St,8.2,85.0,132.0,"43.668500046272165,-79.3946235999697"
Joso's,202 Davenport Rd,8.8,32.0,49.0,"43.668500046272165,-79.3946235999697"
R Bakery,280 Viewmount Ave,8.4,9.0,10.0,"43.70163,-79.44099"
Jerusalem Restaurant,955 Eglinton Ave W,8.0,21.0,43.0,"43.70163,-79.44099"
California Sandwiches,2700 Dufferin St,7.4,42.0,101.0,"43.70163,-79.44099"
Tim Hortons,1801 Eglinton Ave W,7.3,12.0,17.0,"43.70163,-79.44099"
McDonald's,2781 Dufferin St,6.6,4.0,24.0,"43.70163,-79.44099"
Bi Bim Bap,950 Eglinton Ave W,6.3,23.0,23.0,"43.70163,-79.44099"
Celebrity Pure Vegetarian,1474 Eglinton Ave W,,0.0,0.0,"43.70163,-79.44099"
The Rooftop,Roselawn Ave,,0.0,0.0,"43.70163,-79.44099"
Shahi the Royal Roti,349 Marlee Ave,,0.0,0.0,"43.70163,-79.44099"
Domino's Pizza,358 Marlee Ave,,0.0,0.0,"43.70163,-79.44099"
Babos Donerpoint,2216 Eglinton Ave W,7.5,8.0,19.0,"43.688028,-79.460265"
Rebozos,126 Rogers Rd,6.7,6.0,14.0,"43.688028,-79.460265"
KFC,2296 Eglinton Ave W,5.8,5.0,10.0,"43.688028,-79.460265"
Rumi's Hot Dog Stand: Westside Mall,2360 Eglinton Ave E,,0.0,0.0,"43.688028,-79.460265"
Banaboia Restaurant,501 Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
North of Brooklyn Pizzeria - Commissary,511 Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
St Matthew's BBQ Chicken,527 Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
Pro Stop Sports Bar and Cafe,438A Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
O'Sole Mio,437 Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
Rui's Bbq,450 Rogers Rd,,0.0,0.0,"43.688028,-79.460265"
La Paloma Gelateria & Cafe,1357 Saint Clair Ave W,8.0,43.0,59.0,"43.68323,-79.455765"
Rio 40 Restaurant,1256 Saint Clair Ave W,8.1,105.0,106.0,"43.68323,-79.455765"
Agio Italian Ristorante,1351 St Clair Ave W,8.0,16.0,9.0,"43.68323,-79.455765"
Tavora Foods,1625 St Clair Ave W,7.5,1.0,15.0,"43.68323,-79.455765"
Frank's Pizza House,1352 St Clair Ave W,7.3,7.0,14.0,"43.68323,-79.455765"
Rebozos,126 Rogers Rd,6.7,6.0,14.0,"43.68323,-79.455765"
Thai Express,2061 Streeles Ave,,0.0,0.0,"43.68323,-79.455765"
The Little House,128 Day Ave,,0.0,0.0,"43.68323,-79.455765"
Chappa Corner Cafe,1340 St Clair Ave W,,0.0,0.0,"43.68323,-79.455765"
Samba Brazil Eatery,1646 St Clair Ave W,,0.0,0.0,"43.68323,-79.455765"
Tim Hortons,1801 Eglinton Ave W,7.3,12.0,17.0,"43.69466,-79.45376999999999"
Babos Donerpoint,2216 Eglinton Ave W,7.5,8.0,19.0,"43.69466,-79.45376999999999"
California Sandwiches,2700 Dufferin St,7.4,42.0,101.0,"43.69466,-79.45376999999999"
Pizza Hut,1862 Eglinton Ave W,6.3,6.0,0.0,"43.69466,-79.45376999999999"
Popeye's Louisiana Kitchen,1611 Eglington Ave W,6.6,3.0,7.0,"43.69466,-79.45376999999999"
Koricancha Restaurant,1885 Eglinton Ave W,,0.0,0.0,"43.69466,-79.45376999999999"
Bistrot92,1885 Eglinton Ave W,,0.0,0.0,"43.69466,-79.45376999999999"
House of Indian Roti,2344 Dufferin St,,0.0,0.0,"43.69466,-79.45376999999999"
Alebrijes Taqueria,2404 Dufferin St,,0.0,0.0,"43.69466,-79.45376999999999"
KFC,2296 Eglinton Ave W,5.8,5.0,10.0,"43.69466,-79.45376999999999"
Dolce Gelato,414 Danforth Ave,8.3,123.0,74.0,"43.6784834,-79.3513564"
Messini Authentic Gyros,445 Danforth Ave,8.1,182.0,308.0,"43.6784834,-79.3513564"
Auld Spot Pub,347 Danforth Ave,8.0,47.0,84.0,"43.6784834,-79.3513564"
Momo Hut & Gardens,401 Danforth Ave,7.7,28.0,9.0,"43.6784834,-79.3513564"
Athens Restaurant,707 Danforth Ave,8.5,11.0,17.0,"43.6784834,-79.3513564"
Simone's Caribbean Restaurant,596 Danforth Ave,7.5,23.0,27.0,"43.6784834,-79.3513564"
El Charro,788 Broadview Ave,7.7,9.0,8.0,"43.6784834,-79.3513564"
Nakayoshi Izakaya - Ramen & Fine Japanese Kitchen,821 Danforth Ave,7.9,30.0,15.0,"43.6784834,-79.3513564"
Sher-E-Punjab Restaurant,351 Danforth Ave,7.1,32.0,21.0,"43.6784834,-79.3513564"
Il Fornello,576 Danforth Ave,7.3,65.0,41.0,"43.6784834,-79.3513564"
The Old Mill Flower and Gift Shoppe,21 Old Mill Rd,7.8,114.0,47.0,"43.65016869999999,-79.4963345"
Campo,244 Jane St,8.3,5.0,13.0,"43.65016869999999,-79.4963345"
Old Mill Toronto,21 Old Mill Rd,7.3,59.0,94.0,"43.65016869999999,-79.4963345"
Bryden's Inc,2455 Bloor St W,7.9,71.0,54.0,"43.65016869999999,-79.4963345"
Goodfellas Wood Oven Pizza,1 Old Mill Dr,7.0,3.0,16.0,"43.65016869999999,-79.4963345"
Asa Sushi,18 Jane St,7.0,20.0,20.0,"43.65016869999999,-79.4963345"
The Old Sod Pub,2936 Bloor St W,6.3,7.0,14.0,"43.65016869999999,-79.4963345"
Eggsmart,2947A Bloor St W,6.3,5.0,11.0,"43.65016869999999,-79.4963345"
Tim Hortons,2485 Bloor St W,6.2,2.0,14.0,"43.65016869999999,-79.4963345"
Bloor-Jane Restaurant,2434 Bloor St W,6.1,11.0,19.0,"43.65016869999999,-79.4963345"
Caffe Demetre,2962 Bloor St W,8.2,48.0,50.0,"43.6492,-79.50601999999999"
Creme de la Creme Cafe,2991 Bloor St W,8.2,8.0,25.0,"43.6492,-79.50601999999999"
Momiji Sushi Bar,2955 Bloor St W,7.9,45.0,49.0,"43.6492,-79.50601999999999"
Azarias,3058A Bloor St W,8.6,11.0,26.0,"43.6492,-79.50601999999999"
Kingsway Fish and Chips,3060 Bloor St W,8.6,21.0,27.0,"43.6492,-79.50601999999999"
ViBo Restaurant,2995 Bloor St W,7.9,4.0,14.0,"43.6492,-79.50601999999999"
Crooked Cue,3056 Bloor St W,8.3,34.0,49.0,"43.6492,-79.50601999999999"
The Monk's Kettle,3073 Bloor St W,8.1,47.0,40.0,"43.6492,-79.50601999999999"
Magic Spot Grill,2973 Bloor St W,7.5,7.0,14.0,"43.6492,-79.50601999999999"
Sempre Pizza Pasta,3038 Bloor St W,7.8,3.0,12.0,"43.6492,-79.50601999999999"
Beach Hill Smokehouse,172S Main St,8.1,14.0,13.0,"43.6897656,-79.2939525"
Duckworth's Fish & Chips,2638 Danforth Ave,7.3,22.0,28.0,"43.6897656,-79.2939525"
Cool Runnings Restaurant,146 Main St,7.6,11.0,28.0,"43.6897656,-79.2939525"
Tim Hortons,2480 Gerrard St E,6.9,7.0,14.0,"43.6897656,-79.2939525"
Double Sushi Japanese Restaurant,2795 Danforth Ave,6.4,14.0,31.0,"43.6897656,-79.2939525"
Grinder Coffee,126 Main St,7.0,16.0,21.0,"43.6897656,-79.2939525"
Maple Leaf Dairy,2861 Danforth Ave,6.1,8.0,9.0,"43.6897656,-79.2939525"
Sultan Shawarma & Falafel,2558 Danforth Ave,6.7,6.0,10.0,"43.6897656,-79.2939525"
Pizza Pizza,2795 Danforth Ave,6.0,6.0,9.0,"43.6897656,-79.2939525"
Mr Tastys Drive in,2921 Danforth Ave,5.8,2.0,8.0,"43.6897656,-79.2939525"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.6537513,-79.4028245"
Ozzy's Burgers,66 Nassau St,8.3,85.0,50.0,"43.6537513,-79.4028245"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.6537513,-79.4028245"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.6537513,-79.4028245"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.6537513,-79.4028245"
Little Pebbles,160 Baldwin St,8.3,44.0,45.0,"43.6537513,-79.4028245"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.6537513,-79.4028245"
Sneaky Dee's,431 College St,8.6,521.0,606.0,"43.6537513,-79.4028245"
Bar Raval,505 College St,9.0,215.0,348.0,"43.6537513,-79.4028245"
Dumpling House Restaurant,328 Spadina Ave,8.0,190.0,223.0,"43.6537513,-79.4028245"
Cheese Boutique,45 Ripley Ave,9.0,154.0,144.0,"43.6357643,-79.4674917"
Rustic Social House,2083 Lake Shore Blvd W,7.3,0.0,8.0,"43.6357643,-79.4674917"
Royal Burger,1925 W Lake Shore Blvd,,0.0,0.0,"43.6357643,-79.4674917"
Sunnyside Pavilion Cafe,1755 Lake Shore Blvd W,,0.0,0.0,"43.6357643,-79.4674917"
Creme de la Creme Cafe,2991 Bloor St W,8.2,8.0,25.0,"43.64839,-79.51008"
Caffe Demetre,2962 Bloor St W,8.2,48.0,50.0,"43.64839,-79.51008"
Crooked Cue,3056 Bloor St W,8.3,34.0,49.0,"43.64839,-79.51008"
ViBo Restaurant,2995 Bloor St W,7.9,4.0,14.0,"43.64839,-79.51008"
Momiji Sushi Bar,2955 Bloor St W,7.9,45.0,49.0,"43.64839,-79.51008"
Sempre Pizza Pasta,3038 Bloor St W,7.8,3.0,12.0,"43.64839,-79.51008"
Magic Spot Grill,2973 Bloor St W,7.5,7.0,14.0,"43.64839,-79.51008"
Merlot Restaurant,2994 Bloor St W,7.5,5.0,14.0,"43.64839,-79.51008"
Hot Oven Bakery,2974 Bloor St W,7.1,17.0,17.0,"43.64839,-79.51008"
La Veranda Osteria,946 Royal York Rd,7.1,26.0,25.0,"43.64839,-79.51008"
Lola's Gelato,14B Brookers Lane,8.5,10.0,33.0,"43.62369169999999,-79.4838132"
Avenue Cafe,72 Pk Lawn Rd,7.5,32.0,31.0,"43.62369169999999,-79.4838132"
Krazy Roll,84 Marine Parade Dr,8.1,13.0,16.0,"43.62369169999999,-79.4838132"
Tich - Modern Indian Cuisine,2314 Lake Shore Blvd W,8.4,13.0,42.0,"43.62369169999999,-79.4838132"
Pizzeria Oro di Napoli,2312 Lake Shore Blvd W,8.1,4.0,13.0,"43.62369169999999,-79.4838132"
Tim Hortons,152 Pk Lawn Rd,7.9,13.0,38.0,"43.62369169999999,-79.4838132"
Scaddabush Italian Kitchen & Bar Mimico,122 Marine Parade Dr,7.4,9.0,8.0,"43.62369169999999,-79.4838132"
Firkin on the Bay,68 Marine Parade Dr,7.4,36.0,50.0,"43.62369169999999,-79.4838132"
Rocco's Plum Tomato,164 the Queensway,7.4,13.0,21.0,"43.62369169999999,-79.4838132"
Eden Trattoria,58 Marine Parade Dr,7.3,82.0,108.0,"43.62369169999999,-79.4838132"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.648657,-79.458111"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.648657,-79.458111"
Barque Smokehouse,299 Roncesvalles Ave,8.3,262.0,334.0,"43.648657,-79.458111"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.648657,-79.458111"
The Dizzy,305A Roncesvalles Ave,8.3,32.0,39.0,"43.648657,-79.458111"
Barque Butcher Bar,287 Roncesvalles Ave,8.2,10.0,24.0,"43.648657,-79.458111"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.648657,-79.458111"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.648657,-79.458111"
Hannah's Cafe and Bistro,1822 Bloor St W,8.1,6.0,15.0,"43.648657,-79.458111"
The Mugshot Tavern,1729 Bloor St W,8.0,69.0,103.0,"43.648657,-79.458111"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.671293,-79.380471"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.671293,-79.380471"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,"43.671293,-79.380471"
Maison Selby,592 Sherbourne St,7.9,22.0,20.0,"43.671293,-79.380471"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.671293,-79.380471"
Church Street Espresso,585 Church St,7.9,11.0,40.0,"43.671293,-79.380471"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.671293,-79.380471"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,"43.671293,-79.380471"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.671293,-79.380471"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.671293,-79.380471"
California Sandwiches,2700 Dufferin St,7.4,42.0,101.0,"43.69932707258943,-79.4493630391668"
Tim Hortons,1801 Eglinton Ave W,7.3,12.0,17.0,"43.69932707258943,-79.4493630391668"
McDonald's,2781 Dufferin St,6.6,4.0,24.0,"43.69932707258943,-79.4493630391668"
Pizza Hut,1862 Eglinton Ave W,6.3,6.0,0.0,"43.69932707258943,-79.4493630391668"
The Rooftop,Roselawn Ave,,0.0,0.0,"43.69932707258943,-79.4493630391668"
Toronto PHO,2473 Dufferin St,,0.0,0.0,"43.69932707258943,-79.4493630391668"
Tim Hortons,2700 Dufferin St,5.6,7.0,20.0,"43.69932707258943,-79.4493630391668"
Alebrijes Taqueria,2404 Dufferin St,,0.0,0.0,"43.69932707258943,-79.4493630391668"
Impact Kitchen Castlefield,1121 Castlefield Ave,,0.0,0.0,"43.69932707258943,-79.4493630391668"
Subway,1763 Eglinton Ave W,,0.0,0.0,"43.69932707258943,-79.4493630391668"
Tom's Dairy Freeze,630 the Queensway,8.8,120.0,126.0,"43.63560589999999,-79.4934616"
Tim Hortons,152 Pk Lawn Rd,7.9,13.0,38.0,"43.63560589999999,-79.4934616"
Izba Restaurant,648 the Queensway,7.5,15.0,17.0,"43.63560589999999,-79.4934616"
Rocco's Plum Tomato,164 the Queensway,7.4,13.0,21.0,"43.63560589999999,-79.4934616"
Mamma Martino's,624B the Queensway,7.4,57.0,79.0,"43.63560589999999,-79.4934616"
U-Know Sushi,170 the Queensway,7.4,4.0,8.0,"43.63560589999999,-79.4934616"
Popeye's Louisiana Kitchen,150 Parklawn Rd,6.7,11.0,5.0,"43.63560589999999,-79.4934616"
KFC,156 the Queensway,6.1,1.0,1.0,"43.63560589999999,-79.4934616"
Tim Hortons,250 the Queensway,6.0,5.0,12.0,"43.63560589999999,-79.4934616"
Roccos pub,8 Marine Parade,,0.0,0.0,"43.63560589999999,-79.4934616"
Pho Com Vietnam,1991A Finch Ave W,6.6,14.0,13.0,"43.7611741,-79.5114452"
Tim Hortons,1493 Finch Ave W,6.7,5.0,3.0,"43.7611741,-79.5114452"
Tim Hortons,3981 Jane St,6.4,17.0,24.0,"43.7611741,-79.5114452"
Popeye's Louisiana Kitchen,3865 Jane St,6.3,9.0,7.0,"43.7611741,-79.5114452"
Pizza Hut,1949 Finch Ave W,6.4,7.0,1.0,"43.7611741,-79.5114452"
KFC,1971 Finch Ave W,6.3,0.0,2.0,"43.7611741,-79.5114452"
Pizza Pizza,3 1837 Finch Ave W,6.2,2.0,3.0,"43.7611741,-79.5114452"
Tim Hortons,4000 Jane St,6.3,1.0,0.0,"43.7611741,-79.5114452"
Subway,1961 Finch Ave W,6.1,2.0,4.0,"43.7611741,-79.5114452"
McDonald's,1831 Finch Ave W,5.7,8.0,33.0,"43.7611741,-79.5114452"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.6428899,-79.3946346"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6428899,-79.3946346"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.6428899,-79.3946346"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.6428899,-79.3946346"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.6428899,-79.3946346"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.6428899,-79.3946346"
Cibo Wine Bar,522 King St W,8.2,158.0,230.0,"43.6428899,-79.3946346"
The Keg,560 King St W,8.4,63.0,99.0,"43.6428899,-79.3946346"
Marben,488 Wellington St W,8.1,188.0,183.0,"43.6428899,-79.3946346"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.6428899,-79.3946346"
Pho Com Vietnam,1991A Finch Ave W,6.6,14.0,13.0,"43.7603624,-79.5162777"
Tim Hortons,3981 Jane St,6.4,17.0,24.0,"43.7603624,-79.5162777"
Tim Hortons,4000 Jane St,6.3,1.0,0.0,"43.7603624,-79.5162777"
Popeye's Louisiana Kitchen,3865 Jane St,6.3,9.0,7.0,"43.7603624,-79.5162777"
Pizza Hut,1949 Finch Ave W,6.4,7.0,1.0,"43.7603624,-79.5162777"
KFC,1971 Finch Ave W,6.3,0.0,2.0,"43.7603624,-79.5162777"
Pizza Pizza,3 1837 Finch Ave W,6.2,2.0,3.0,"43.7603624,-79.5162777"
Subway,1961 Finch Ave W,6.1,2.0,4.0,"43.7603624,-79.5162777"
McDonald's,1831 Finch Ave W,5.7,8.0,33.0,"43.7603624,-79.5162777"
Living Well,1911 Finch Ave W,,0.0,0.0,"43.7603624,-79.5162777"
Tom's Dairy Freeze,630 the Queensway,8.8,120.0,126.0,"43.62313,-79.4918"
Pizzeria Oro di Napoli,2312 Lake Shore Blvd W,8.1,4.0,13.0,"43.62313,-79.4918"
Avenue Cafe,72 Pk Lawn Rd,7.5,32.0,31.0,"43.62313,-79.4918"
Grappa Ristorante,690 the Queensway,7.3,12.0,8.0,"43.62313,-79.4918"
Rocco's Plum Tomato,164 the Queensway,7.4,13.0,21.0,"43.62313,-79.4918"
U-Know Sushi,170 the Queensway,7.4,4.0,8.0,"43.62313,-79.4918"
