name,address,yelp_rating,yelp_total_ratings,coordinates
Jerusalem Shawarma,2209 Bloor Street W,3.5,19.0,"43.645653,-79.464366"
Mana Pool - Board Game Bistro,2100 Bloor Street W,5.0,4.0,"43.645653,-79.464366"
Souvlaki Hut,2184 Bloor Street W,3.5,20.0,"43.645653,-79.464366"
Delights of China,2181 Bloor Street W,3.5,18.0,"43.645653,-79.464366"
Palmer Coffee,2133 Bloor Street W,4.5,3.0,"43.645653,-79.464366"
HotBlack Coffee,2196 Bloor St W,4.5,3.0,"43.645653,-79.464366"
Sunshine Village Grill,2200 Bloor Street W,4.0,6.0,"43.645653,-79.464366"
Cinnaholic,2190 Bloor St W,3.0,7.0,"43.645653,-79.464366"
Beach Hill Smokehouse,2190C Bloor Street W,4.5,4.0,"43.645653,-79.464366"
Pizza Hut,2100 Bloor Street West,2.0,17.0,"43.645653,-79.464366"
Yasu,81 Harbord Street,4.5,415.0,"43.665221,-79.394009"
Rasa,196 Robert Street,4.5,317.0,"43.665221,-79.394009"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,"43.665221,-79.394009"
PLANTA,1221 Bay Street,4.0,486.0,"43.665221,-79.394009"
Wow Sushi,11 Charles Street,4.0,424.0,"43.665221,-79.394009"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,"43.665221,-79.394009"
Riddle Room,579 Yonge Street,4.5,185.0,"43.665221,-79.394009"
Sassafraz,100 Cumberland Street,3.5,405.0,"43.665221,-79.394009"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,"43.665221,-79.394009"
Banh Mi Boys,399 Yonge Street,4.0,509.0,"43.665221,-79.394009"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.665221,-79.394009"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,"43.665221,-79.394009"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,"43.665221,-79.394009"
Como En Casa,565 Yonge Street,4.0,241.0,"43.665221,-79.394009"
ramen RAIJIN ,24 Wellesley Street W,3.5,384.0,"43.665221,-79.394009"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,"43.665221,-79.394009"
Tokyo Sushi,33 St Joseph Street,4.0,135.0,"43.665221,-79.394009"
Salad Days,Cumberland Terrace,4.5,124.0,"43.665221,-79.394009"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,"43.665221,-79.394009"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,"43.665221,-79.394009"
Cafe Belong,550 Bayview Avenue,3.0,106.0,"43.688148,-79.362101"
The Greek Grill,128 O'Connor Drive,4.0,84.0,"43.688148,-79.362101"
Siam Square Hut,1213 Bayview Ave.,3.5,68.0,"43.688148,-79.362101"
Golden Pizza,1201 Av Broadview,3.5,34.0,"43.688148,-79.362101"
DQ Grill & Chill Restaurant,1040 Broadview Avenue,3.0,30.0,"43.688148,-79.362101"
The Cafe,855 Broadview Avenue,5.0,1.0,"43.688148,-79.362101"
O Sushi By Japanese Chef,1213 Bayview Avenue,2.5,2.0,"43.688148,-79.362101"
Tinuno,31 Howard Street,4.0,619.0,"43.669232,-79.374495"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.669232,-79.374495"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,"43.669232,-79.374495"
El Nahual Tacos,556 parliament st,4.5,147.0,"43.669232,-79.374495"
Kintaro Izakaya,459 Church Street,4.0,231.0,"43.669232,-79.374495"
Zakkushi On Carlton,193 Carlton Street,4.0,324.0,"43.669232,-79.374495"
The House On Parliament,454 Parliament Street,4.0,316.0,"43.669232,-79.374495"
Riddle Room,579 Yonge Street,4.5,185.0,"43.669232,-79.374495"
Wow Sushi,11 Charles Street,4.0,424.0,"43.669232,-79.374495"
Si Lom Thai Bistro,534 Church Street,4.0,193.0,"43.669232,-79.374495"
Maison Selby,592 Sherbourne Street,4.0,101.0,"43.669232,-79.374495"
Hair of the Dog,425 Church Street,4.0,362.0,"43.669232,-79.374495"
Fabarnak Community Cafe and Catering,519 Church Street,4.0,127.0,"43.669232,-79.374495"
Storm Crow Manor,580 Church Street,4.0,137.0,"43.669232,-79.374495"
Como En Casa,565 Yonge Street,4.0,241.0,"43.669232,-79.374495"
O.Noir,620 Church St,3.5,377.0,"43.669232,-79.374495"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,"43.669232,-79.374495"
Smith,553 Church Street,3.5,252.0,"43.669232,-79.374495"
Salad House,13 Hayden Street,4.5,88.0,"43.669232,-79.374495"
KINTON RAMEN,396 Church Street,4.0,226.0,"43.669232,-79.374495"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,"43.640075,-79.414156"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,"43.640075,-79.414156"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.640075,-79.414156"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,"43.640075,-79.414156"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,"43.640075,-79.414156"
Levetto,68 Sudbury Street,4.0,246.0,"43.640075,-79.414156"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,"43.640075,-79.414156"
Oyster Boy,872 Queen Street W,4.0,205.0,"43.640075,-79.414156"
Smoque N' Bones,869 Queen Street W,4.0,410.0,"43.640075,-79.414156"
Pizzeria Libretto,221 Ossington Avenue,4.0,565.0,"43.640075,-79.414156"
