name,address,yelp_rating,yelp_total_ratings,coordinates
Lee Restaurant,601 King Street W,4.0,706.0,"43.640114,-79.393249"
Wvrst,609 King Street W,4.0,827.0,"43.640114,-79.393249"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.640114,-79.393249"
360 Restaurant,CN Tower,3.5,967.0,"43.640114,-79.393249"
Mira,420A Wellington Street W,4.5,256.0,"43.640114,-79.393249"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.640114,-79.393249"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.640114,-79.393249"
Patria,480 King Street W,4.0,532.0,"43.640114,-79.393249"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.640114,-79.393249"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.640114,-79.393249"
Canoe,66 Wellington Street  W,4.0,734.0,"43.640114,-79.393249"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.640114,-79.393249"
The Haam,342 Adelaide St W,4.0,303.0,"43.640114,-79.393249"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.640114,-79.393249"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,"43.6366666666667,-79.4197222222222"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,"43.6366666666667,-79.4197222222222"
School Restaurant,70 Fraser Avenue,3.5,630.0,"43.6366666666667,-79.4197222222222"
Levetto,68 Sudbury Street,4.0,246.0,"43.6366666666667,-79.4197222222222"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,"43.6366666666667,-79.4197222222222"
Chiang Mai,171 E Liberty St,4.5,52.0,"43.6366666666667,-79.4197222222222"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,"43.6366666666667,-79.4197222222222"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,"43.6366666666667,-79.4197222222222"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,"43.6366666666667,-79.4197222222222"
Burger Drops,116 Atlantic Ave,4.5,62.0,"43.6366666666667,-79.4197222222222"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,"43.6366666666667,-79.4197222222222"
Oyster Boy,872 Queen Street W,4.0,205.0,"43.6366666666667,-79.4197222222222"
Frankie's,994 Queen Street W,4.0,189.0,"43.6366666666667,-79.4197222222222"
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,59.0,"43.6366666666667,-79.4197222222222"
The Good Son,1096 Queen Street W,4.0,211.0,"43.6366666666667,-79.4197222222222"
Smoque N' Bones,869 Queen Street W,4.0,410.0,"43.6366666666667,-79.4197222222222"
Caffino Ristorante,1185 King Street W,4.0,101.0,"43.6366666666667,-79.4197222222222"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,"43.6366666666667,-79.4197222222222"
Bar Fancy,1070 Queen Street W,4.0,133.0,"43.6366666666667,-79.4197222222222"
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85.0,"43.6366666666667,-79.4197222222222"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.653766,-79.4016759"
Fresco's Fish & Chips,201 Augusta Avenue,4.5,382.0,"43.653766,-79.4016759"
Ramen Isshin,421 College Street,4.5,794.0,"43.653766,-79.4016759"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.653766,-79.4016759"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.653766,-79.4016759"
Rasta Pasta,61 Kensington Avenue,4.0,364.0,"43.653766,-79.4016759"
Millie Creperie,161 Baldwin Street,4.0,367.0,"43.653766,-79.4016759"
Saigon Lotus,6 St Andrew Street,4.5,207.0,"43.653766,-79.4016759"
Pow Wow Cafe,213 Augusta Avenue,4.5,142.0,"43.653766,-79.4016759"
Egg Bae,189 Augusta Avenue,4.0,206.0,"43.653766,-79.4016759"
Dumpling House Restaurant,328 Spadina Avenue,3.5,620.0,"43.653766,-79.4016759"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.653766,-79.4016759"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.653766,-79.4016759"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.653766,-79.4016759"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.653766,-79.4016759"
FIKA,28 Kensington Avenue,4.0,184.0,"43.653766,-79.4016759"
The Burgernator,269 Augusta Avenue,4.0,365.0,"43.653766,-79.4016759"
Yasu,81 Harbord Street,4.5,415.0,"43.653766,-79.4016759"
Grey Gardens,199 Augusta Avenue,4.5,123.0,"43.653766,-79.4016759"
Swatow Restaurant,309 Spadina Avenue,4.0,443.0,"43.653766,-79.4016759"
Sugo,1281 Bloor Street W,4.5,241.0,"43.6587734,-79.443054"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.6587734,-79.443054"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.6587734,-79.443054"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.6587734,-79.443054"
Pho Linh,1156 College Street W,4.0,238.0,"43.6587734,-79.443054"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.6587734,-79.443054"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.6587734,-79.443054"
Home,1242 Bloor Street W,4.0,63.0,"43.6587734,-79.443054"
Chito's Pizza,1308 Bloor Street W,4.0,61.0,"43.6587734,-79.443054"
The Four Seven,1211 Bloor Street  W,4.5,32.0,"43.6587734,-79.443054"
Bar Neon,1226 Bloor Street W,4.0,72.0,"43.6587734,-79.443054"
Neon Commissary,241 Wallace Avenue,4.0,69.0,"43.6587734,-79.443054"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.6587734,-79.443054"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.6587734,-79.443054"
Ali Baba's Restaurant,1283 Bloor St W,4.0,32.0,"43.6587734,-79.443054"
Conzo's Pizza,1279 Bloor Street W,4.5,16.0,"43.6587734,-79.443054"
Latin World,1229 Bloor Street W,3.5,51.0,"43.6587734,-79.443054"
Thai Nyyom,1419 Bloor Street W,4.5,20.0,"43.6587734,-79.443054"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.6587734,-79.443054"
Donna's,827 Lansdowne Avenue,4.5,25.0,"43.6587734,-79.443054"
Sugo,1281 Bloor Street W,4.5,241.0,"43.6538888888889,-79.4413888888889"
Antler Kitchen & Bar,1454 Dundas Street West,4.5,284.0,"43.6538888888889,-79.4413888888889"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.6538888888889,-79.4413888888889"
Pho Linh,1156 College Street W,4.0,238.0,"43.6538888888889,-79.4413888888889"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.6538888888889,-79.4413888888889"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.6538888888889,-79.4413888888889"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.6538888888889,-79.4413888888889"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.6538888888889,-79.4413888888889"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.6538888888889,-79.4413888888889"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.6538888888889,-79.4413888888889"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.6538888888889,-79.4413888888889"
The Federal,1438 Dundas Street W,4.0,172.0,"43.6538888888889,-79.4413888888889"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.6538888888889,-79.4413888888889"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.6538888888889,-79.4413888888889"
Home,1242 Bloor Street W,4.0,63.0,"43.6538888888889,-79.4413888888889"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.6538888888889,-79.4413888888889"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.6538888888889,-79.4413888888889"
Arabesque Middle Eastern Foods,1068 College Street,4.5,30.0,"43.6538888888889,-79.4413888888889"
The Four Seven,1211 Bloor Street  W,4.5,32.0,"43.6538888888889,-79.4413888888889"
Bar Neon,1226 Bloor Street W,4.0,72.0,"43.6538888888889,-79.4413888888889"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.6508333333333,-79.4430555555556"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.6508333333333,-79.4430555555556"
Sugo,1281 Bloor Street W,4.5,241.0,"43.6508333333333,-79.4430555555556"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.6508333333333,-79.4430555555556"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.6508333333333,-79.4430555555556"
Pho Linh,1156 College Street W,4.0,238.0,"43.6508333333333,-79.4430555555556"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.6508333333333,-79.4430555555556"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.6508333333333,-79.4430555555556"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.6508333333333,-79.4430555555556"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.6508333333333,-79.4430555555556"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.6508333333333,-79.4430555555556"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.6508333333333,-79.4430555555556"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.6508333333333,-79.4430555555556"
Cafe Pho Nho,2060 Dundas Street W,3.5,77.0,"43.6508333333333,-79.4430555555556"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,"43.6508333333333,-79.4430555555556"
Brazil Bakery and Pastry,1566 Dundas Street W,4.0,47.0,"43.6508333333333,-79.4430555555556"
Arabesque Middle Eastern Foods,1068 College Street,4.5,30.0,"43.6508333333333,-79.4430555555556"
Sakai Bar,1576 Dundas Street West,4.5,22.0,"43.6508333333333,-79.4430555555556"
Home,1242 Bloor Street W,4.0,63.0,"43.6508333333333,-79.4430555555556"
The Goods,279 Roncesvalles Ave,4.0,51.0,"43.6508333333333,-79.4430555555556"
Antler Kitchen & Bar,1454 Dundas Street West,4.5,284.0,"43.651238,-79.43868"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.651238,-79.43868"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.651238,-79.43868"
Pho Linh,1156 College Street W,4.0,238.0,"43.651238,-79.43868"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.651238,-79.43868"
Sugo,1281 Bloor Street W,4.5,241.0,"43.651238,-79.43868"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.651238,-79.43868"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.651238,-79.43868"
The Federal,1438 Dundas Street W,4.0,172.0,"43.651238,-79.43868"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.651238,-79.43868"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.651238,-79.43868"
Giulietta,972 College Street,4.0,123.0,"43.651238,-79.43868"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.651238,-79.43868"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.651238,-79.43868"
Arabesque Middle Eastern Foods,1068 College Street,4.5,30.0,"43.651238,-79.43868"
Brazil Bakery and Pastry,1566 Dundas Street W,4.0,47.0,"43.651238,-79.43868"
Sakai Bar,1576 Dundas Street West,4.5,22.0,"43.651238,-79.43868"
Imanishi Japanese Kitchen,1330 Dundas Street W,4.0,101.0,"43.651238,-79.43868"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.651238,-79.43868"
Viaggio,1727 Dundas St W,4.5,23.0,"43.651238,-79.43868"
Bar Isabel,797 College Street,4.0,454.0,"43.6544915,-79.422634"
The Caledonian,856 College Street,4.5,150.0,"43.6544915,-79.422634"
Pizzeria Libretto,221 Ossington Avenue,4.0,565.0,"43.6544915,-79.422634"
Antler Kitchen & Bar,1454 Dundas Street West,4.5,284.0,"43.6544915,-79.422634"
Imm Thai Kitchen,651 College Street,4.5,145.0,"43.6544915,-79.422634"
Hanmoto,2 Lakeview Avenue,4.0,225.0,"43.6544915,-79.422634"
Enoteca Sociale,1288 Dundas St W,4.0,318.0,"43.6544915,-79.422634"
PG Clucks,610 College Street,4.0,192.0,"43.6544915,-79.422634"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,"43.6544915,-79.422634"
The Fish Store & Sandwiches,657 College Street,4.0,152.0,"43.6544915,-79.422634"
La Bella Managua,872 Bloor Street W,4.5,247.0,"43.6544915,-79.422634"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,"43.6544915,-79.422634"
Giulietta,972 College Street,4.0,123.0,"43.6544915,-79.422634"
Chiado,864 College Street,4.0,123.0,"43.6544915,-79.422634"
College Falafel,450 Ossington Ave,4.0,98.0,"43.6544915,-79.422634"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.6544915,-79.422634"
La Banane,227 Ossington Avenue,4.5,150.0,"43.6544915,-79.422634"
Rudy,619 College Street,4.0,178.0,"43.6544915,-79.422634"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,"43.6544915,-79.422634"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.6544915,-79.422634"
Aztec's Mine,1986 Bloor Street W,4.0,105.0,"43.6543604,-79.4655296"
Flame Food+Design,2197 Bloor Street W,4.5,32.0,"43.6543604,-79.4655296"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,"43.6543604,-79.4655296"
Sushi Place,1730 Bloor Street W,3.5,87.0,"43.6543604,-79.4655296"
Bukhara Grill,2241A Bloor Street W,4.0,74.0,"43.6543604,-79.4655296"
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,61.0,"43.6543604,-79.4655296"
King Slice,1598 Bloor St W,3.5,112.0,"43.6543604,-79.4655296"
Annette Food Market,240 Annette Street,4.0,83.0,"43.6543604,-79.4655296"
Queen's Pasta Café,2263 Bloor Street W,3.5,96.0,"43.6543604,-79.4655296"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.6543604,-79.4655296"
Bread & Roses Bakery Cafe,2232 Bloor Street W,3.5,57.0,"43.6543604,-79.4655296"
Hannah's Cafe and Bakery,1822 Bloor Street W,3.5,34.0,"43.6543604,-79.4655296"
China Island,1572 Bloor St W,4.0,48.0,"43.6543604,-79.4655296"
Baka Gallery Cafe,2256 Bloor Street W,3.5,72.0,"43.6543604,-79.4655296"
Thai By The Park,1675 Bloor St W,3.5,46.0,"43.6543604,-79.4655296"
KINTON RAMEN,2216 Bloor Street W,3.5,38.0,"43.6543604,-79.4655296"
Lunch Box,1731 Bloor Street W,3.0,47.0,"43.6543604,-79.4655296"
The Works,2245 Bloor Street W,3.0,83.0,"43.6543604,-79.4655296"
Shakey's Sports Pub,2255 Bloor Street W,4.0,34.0,"43.6543604,-79.4655296"
Simply Thai Cuisine,2253 Bloor Street W,3.5,58.0,"43.6543604,-79.4655296"
Eden Trattoria,58 Marine Parade Drive,3.5,160.0,"43.635932,-79.465083"
Veloute Bistro & Catering,2045 Lakeshore Blvd W,4.0,35.0,"43.635932,-79.465083"
Sunnyside Pavilion Cafe,1755 Lake Shore Boulevard W,3.0,55.0,"43.635932,-79.465083"
Cafe Cocoa Boulangerie,58 Marine Parade Drive,2.5,35.0,"43.635932,-79.465083"
Gravity Pizza Cafe & Starbucks,58 Marine Parade Drive,4.5,2.0,"43.635932,-79.465083"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.654501,-79.460053"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.654501,-79.460053"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,"43.654501,-79.460053"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.654501,-79.460053"
Sushi Place,1730 Bloor Street W,3.5,87.0,"43.654501,-79.460053"
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,61.0,"43.654501,-79.460053"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.654501,-79.460053"
King Slice,1598 Bloor St W,3.5,112.0,"43.654501,-79.460053"
Aztec's Mine,1986 Bloor Street W,4.0,105.0,"43.654501,-79.460053"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.654501,-79.460053"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.654501,-79.460053"
China Island,1572 Bloor St W,4.0,48.0,"43.654501,-79.460053"
Thai By The Park,1675 Bloor St W,3.5,46.0,"43.654501,-79.460053"
Musoshin Ramen,9 Boustead Ave,4.0,28.0,"43.654501,-79.460053"
Lunch Box,1731 Bloor Street W,3.0,47.0,"43.654501,-79.460053"
Ali Baba's Middle Eastern Cuisine,2202 Dundas Street W,3.5,46.0,"43.654501,-79.460053"
Gold Standard,385 Roncesvalles Avenue,4.5,24.0,"43.654501,-79.460053"
The Goods,279 Roncesvalles Ave,4.0,51.0,"43.654501,-79.460053"
Thai Nyyom,1419 Bloor Street W,4.5,20.0,"43.654501,-79.460053"
Hannah's Cafe and Bakery,1822 Bloor Street W,3.5,34.0,"43.654501,-79.460053"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.637894,-79.454823"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,"43.637894,-79.454823"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.637894,-79.454823"
Easy Breakfast,1645 Queen Street W,3.5,136.0,"43.637894,-79.454823"
Local Kitchen & Winebar,1710 Queen Street W,3.5,82.0,"43.637894,-79.454823"
Aris Place,229 Roncesvalles Avenue,4.0,62.0,"43.637894,-79.454823"
The Goods,279 Roncesvalles Ave,4.0,51.0,"43.637894,-79.454823"
Thai Home,133 Roncesvalles Avenue,4.0,45.0,"43.637894,-79.454823"
Benna's Bakery & Deli,135 Roncesvalles Avenue,4.0,25.0,"43.637894,-79.454823"
Sunnyside Pavilion Cafe,1755 Lake Shore Boulevard W,3.0,55.0,"43.637894,-79.454823"
Burrito Boyz,1736 Queen Street W,4.0,36.0,"43.637894,-79.454823"
Kami Sushi,153 Roncesvalles Avenue,4.0,27.0,"43.637894,-79.454823"
Tdotjerk,26 Roncesvalles Avenue,4.0,26.0,"43.637894,-79.454823"
Lambretta Pizzeria & Wine Bar,89 Roncesvalles Avenue,3.5,53.0,"43.637894,-79.454823"
Amicos Pizza Ristorante,1648 Queen Street W,3.0,57.0,"43.637894,-79.454823"
The Whole Plate,83 Roncesvalles Avenue,4.5,14.0,"43.637894,-79.454823"
Sake Sushi,20 Roncesvalles Avenue,5.0,7.0,"43.637894,-79.454823"
Gus Tacos,1533 Queen St W,4.5,11.0,"43.637894,-79.454823"
Grenadier Cafe,200 Parkside Dr,3.0,86.0,"43.637894,-79.454823"
I Deal Coffee,221 Sorauren Avenue,3.5,28.0,"43.637894,-79.454823"
Eden Trattoria,58 Marine Parade Drive,3.5,160.0,"43.634896,-79.467763"
Veloute Bistro & Catering,2045 Lakeshore Blvd W,4.0,35.0,"43.634896,-79.467763"
Sunnyside Pavilion Cafe,1755 Lake Shore Boulevard W,3.0,55.0,"43.634896,-79.467763"
Cafe Cocoa Boulangerie,58 Marine Parade Drive,2.5,35.0,"43.634896,-79.467763"
Gravity Pizza Cafe & Starbucks,58 Marine Parade Drive,4.5,2.0,"43.634896,-79.467763"
BB Cafe,78 Marine Parade Drive,3.0,6.0,"43.634896,-79.467763"
Aztec's Mine,1986 Bloor Street W,4.0,105.0,"43.6535269,-79.4650569"
Flame Food+Design,2197 Bloor Street W,4.5,32.0,"43.6535269,-79.4650569"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,"43.6535269,-79.4650569"
Sushi Place,1730 Bloor Street W,3.5,87.0,"43.6535269,-79.4650569"
Bukhara Grill,2241A Bloor Street W,4.0,74.0,"43.6535269,-79.4650569"
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,61.0,"43.6535269,-79.4650569"
King Slice,1598 Bloor St W,3.5,112.0,"43.6535269,-79.4650569"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.6535269,-79.4650569"
Annette Food Market,240 Annette Street,4.0,83.0,"43.6535269,-79.4650569"
Bread & Roses Bakery Cafe,2232 Bloor Street W,3.5,57.0,"43.6535269,-79.4650569"
Hannah's Cafe and Bakery,1822 Bloor Street W,3.5,34.0,"43.6535269,-79.4650569"
China Island,1572 Bloor St W,4.0,48.0,"43.6535269,-79.4650569"
Thai By The Park,1675 Bloor St W,3.5,46.0,"43.6535269,-79.4650569"
KINTON RAMEN,2216 Bloor Street W,3.5,38.0,"43.6535269,-79.4650569"
Lunch Box,1731 Bloor Street W,3.0,47.0,"43.6535269,-79.4650569"
The Works,2245 Bloor Street W,3.0,83.0,"43.6535269,-79.4650569"
Grenadier Cafe,200 Parkside Dr,3.0,86.0,"43.6535269,-79.4650569"
Bello Pizza,2196 Bloor Street W,4.5,7.0,"43.6535269,-79.4650569"
Bawara,1570 Bloor St W,4.5,9.0,"43.6535269,-79.4650569"
Caked Coffee,1651 Bloor St W,5.0,5.0,"43.6535269,-79.4650569"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,"43.6314,-79.4304"
School Restaurant,70 Fraser Avenue,3.5,630.0,"43.6314,-79.4304"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,"43.6314,-79.4304"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,"43.6314,-79.4304"
Loga's Corner,216C Close Avenue,4.5,165.0,"43.6314,-79.4304"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,"43.6314,-79.4304"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,"43.6314,-79.4304"
Caffino Ristorante,1185 King Street W,4.0,101.0,"43.6314,-79.4304"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,"43.6314,-79.4304"
Burger Drops,116 Atlantic Ave,4.5,62.0,"43.6314,-79.4304"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,"43.6314,-79.4304"
Norling,1512 Queen Street W,4.0,72.0,"43.6314,-79.4304"
OM Restaurant and Bar,1439 Queen Street W,4.0,52.0,"43.6314,-79.4304"
KoJa Restaurant,120 Atlantic Avenue,3.5,87.0,"43.6314,-79.4304"
Little Tibet  Restaurant,1449A Queen Street W,4.5,26.0,"43.6314,-79.4304"
Merci Mon Ami,171 E Liberty St,4.0,34.0,"43.6314,-79.4304"
Habibi Shawarma,1214 King Street W,4.0,22.0,"43.6314,-79.4304"
Dave's Hot Chicken,1582 Queen Street W,3.5,60.0,"43.6314,-79.4304"
Injapan,124 Atlantic Avenue,3.5,57.0,"43.6314,-79.4304"
CiCi's Pizza,1618 Queen St W,4.0,43.0,"43.6314,-79.4304"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,"43.636731,-79.444966"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.636731,-79.444966"
Loga's Corner,216C Close Avenue,4.5,165.0,"43.636731,-79.444966"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,"43.636731,-79.444966"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,"43.636731,-79.444966"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,"43.636731,-79.444966"
Mother India,1456 Queen Street W,4.0,205.0,"43.636731,-79.444966"
Easy Breakfast,1645 Queen Street W,3.5,136.0,"43.636731,-79.444966"
Garleek Kitchen,1500 Queen Street W,4.5,48.0,"43.636731,-79.444966"
Norling,1512 Queen Street W,4.0,72.0,"43.636731,-79.444966"
Local Kitchen & Winebar,1710 Queen Street W,3.5,82.0,"43.636731,-79.444966"
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91.0,"43.636731,-79.444966"
OM Restaurant and Bar,1439 Queen Street W,4.0,52.0,"43.636731,-79.444966"
The MoMo House,1422 Queen Street W,4.5,33.0,"43.636731,-79.444966"
CiCi's Pizza,1618 Queen St W,4.0,43.0,"43.636731,-79.444966"
Skyline Restaurant,1426 Queen Street W,4.0,72.0,"43.636731,-79.444966"
Burrito Boyz,1736 Queen Street W,4.0,36.0,"43.636731,-79.444966"
Dave's Hot Chicken,1582 Queen Street W,3.5,60.0,"43.636731,-79.444966"
Little Tibet  Restaurant,1449A Queen Street W,4.5,26.0,"43.636731,-79.444966"
Clandestino wine bar,1592 Queen Street W,4.5,19.0,"43.636731,-79.444966"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.6534268,-79.4512787"
Sugo,1281 Bloor Street W,4.5,241.0,"43.6534268,-79.4512787"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.6534268,-79.4512787"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.6534268,-79.4512787"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.6534268,-79.4512787"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.6534268,-79.4512787"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.6534268,-79.4512787"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.6534268,-79.4512787"
Cafe Pho Nho,2060 Dundas Street W,3.5,77.0,"43.6534268,-79.4512787"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,"43.6534268,-79.4512787"
King Slice,1598 Bloor St W,3.5,112.0,"43.6534268,-79.4512787"
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,61.0,"43.6534268,-79.4512787"
Musoshin Ramen,9 Boustead Ave,4.0,28.0,"43.6534268,-79.4512787"
Ali Baba's Middle Eastern Cuisine,2202 Dundas Street W,3.5,46.0,"43.6534268,-79.4512787"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.6534268,-79.4512787"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.6534268,-79.4512787"
Gold Standard,385 Roncesvalles Avenue,4.5,24.0,"43.6534268,-79.4512787"
China Island,1572 Bloor St W,4.0,48.0,"43.6534268,-79.4512787"
Thai Nyyom,1419 Bloor Street W,4.5,20.0,"43.6534268,-79.4512787"
Cafe Tibet Bar & Grill,390 Roncesvalles Avenue,4.5,21.0,"43.6534268,-79.4512787"
Grazie Ristorante,2373 Yonge Street,4.0,475.0,"43.7112153,-79.39894"
La Vecchia Ristorante,2405A Yonge Street,3.5,329.0,"43.7112153,-79.39894"
Banh Mi Boys,2365 Yonge Street,4.5,121.0,"43.7112153,-79.39894"
Touhenboku Ramen Restaurant,2459 Yonge Street,3.5,129.0,"43.7112153,-79.39894"
Pai Northern Thai Kitchen,2335 Yonge Street,4.0,99.0,"43.7112153,-79.39894"
Istanbul Cafe & Espresso Bar,174 Eglinton Avenue E,4.0,120.0,"43.7112153,-79.39894"
Rolltation,2291 Yonge Street,4.0,109.0,"43.7112153,-79.39894"
Fresh on Eglinton,101 Eglinton Avenue E,3.5,199.0,"43.7112153,-79.39894"
Zezafoun Syrian Cuisine,4 Manor Road E,4.5,112.0,"43.7112153,-79.39894"
Sorn Thai Restaurant,2550 Yonge Street,3.5,120.0,"43.7112153,-79.39894"
Cibo Wine Bar,2472 Yonge Street,3.0,201.0,"43.7112153,-79.39894"
Fit For Life,50 Eglinton Ave E,4.5,40.0,"43.7112153,-79.39894"
Good Bite Restaurant,2463 Yonge Street,3.5,65.0,"43.7112153,-79.39894"
Byblos Uptown,2537 Yonge St,3.5,64.0,"43.7112153,-79.39894"
Snakes & Lattes Midtown,45 Eglinton Ave E,4.0,64.0,"43.7112153,-79.39894"
KINTON RAMEN,90 Eglinton Avenue E,4.0,91.0,"43.7112153,-79.39894"
Bolan Thai Cuisine,709 Mount Pleasant Road,4.0,106.0,"43.7112153,-79.39894"
Sip Wine Bar,2 Broadway Avenue,3.5,108.0,"43.7112153,-79.39894"
Sake Bar Kushi,257 Eglinton Avenue W,4.0,141.0,"43.7112153,-79.39894"
