name,address,yelp_rating,yelp_total_ratings,yelp_num_res,coordinates
HotBlack Coffee,2196 Bloor St W,4.5,3.0,50.0,"43.65389,-79.4675"
Sunshine Village Grill,2200 Bloor Street W,4.0,6.0,50.0,"43.65389,-79.4675"
Pizza Hut,2100 Bloor Street West,2.0,17.0,50.0,"43.65389,-79.4675"
Pizzaville,1730 Bloor Street W,2.5,20.0,50.0,"43.65389,-79.4675"
Beach Hill Smokehouse,2190C Bloor Street W,4.5,4.0,50.0,"43.65389,-79.4675"
Cinnaholic,2190 Bloor St W,3.0,7.0,50.0,"43.65389,-79.4675"
Ali Baba's Middle Eastern Cuisine,2246 Bloor Street W,2.5,19.0,50.0,"43.65389,-79.4675"
Vivo Pizza+Pasta,1832 Bloor Street W,2.5,5.0,50.0,"43.65389,-79.4675"
DQ / Orange Julius,1646 Bloor St W,3.0,5.0,50.0,"43.65389,-79.4675"
Brasa Peruvian Kitchen,2114 Bloor Street W,5.0,1.0,50.0,"43.65389,-79.4675"
Bao Bao Express,2298 Bloor Street W,4.0,5.0,50.0,"43.65389,-79.4675"
Shawarma Boys,523 Annette St,4.0,6.0,50.0,"43.65389,-79.4675"
Nicky's,2120A Bloor St W,4.0,1.0,50.0,"43.65389,-79.4675"
Shawarma Station,1618A Bloor St W,3.5,4.0,50.0,"43.65389,-79.4675"
Wingstop,2218 Bloor West,2.0,7.0,50.0,"43.65389,-79.4675"
Shish Express,1618 Bloor St W,2.5,5.0,50.0,"43.65389,-79.4675"
Pizza Pizza,1725 Bloor Street W,1.5,5.0,50.0,"43.65389,-79.4675"
Church's Texas Chicken,2241 Bloor Street W,3.0,1.0,50.0,"43.65389,-79.4675"
Subway,1717 Bloor Street W,2.5,3.0,50.0,"43.65389,-79.4675"
Pizza Pizza,2241 Bloor Street W,1.5,2.0,50.0,"43.65389,-79.4675"
West End Waffles And Scoops,499 Runnymede Road,3.0,1.0,50.0,"43.65389,-79.4675"
Agio,1351 St Clair Avenue W,4.5,187.0,50.0,"43.676697,-79.445029"
Tre Mari Bakery,1311 Saint Clair Avenue W,4.5,92.0,50.0,"43.676697,-79.445029"
King's Tacos,1190 St Clair Avenue W,4.0,80.0,50.0,"43.676697,-79.445029"
Khmer Thai Restaurant,1018 St Clair Avenue W,4.0,138.0,50.0,"43.676697,-79.445029"
CANO Restaurant,1108 St Clair Avenue W,4.5,64.0,50.0,"43.676697,-79.445029"
Rio 40 Restaurant,1256 Saint Clair Avenue West,4.0,63.0,50.0,"43.676697,-79.445029"
Sushi California,1238 Saint Clair Avenue W,3.5,98.0,50.0,"43.676697,-79.445029"
Marcello’s pizzeria,1163 Saint Clair Avenue W,4.0,97.0,50.0,"43.676697,-79.445029"
Pizza e Pazzi,1182 St Clair Avenue W,4.0,87.0,50.0,"43.676697,-79.445029"
Barista & Chef,1006 Saint Clair Avenue W,4.5,53.0,50.0,"43.676697,-79.445029"
Itacate,998 St. Clair Avenue W,4.5,56.0,50.0,"43.676697,-79.445029"
Famiglia Baldassarre,122 Geary Avenue,4.5,67.0,50.0,"43.676697,-79.445029"
The Sovereign,1359 Davenport Road,4.5,35.0,50.0,"43.676697,-79.445029"
Lox + Schmear,1030 St Clair W,4.5,40.0,50.0,"43.676697,-79.445029"
Sunnyside Grill,1218 Saint Clair Avenue W,3.5,56.0,50.0,"43.676697,-79.445029"
Rush Hour,1438A Dufferin Street,4.5,46.0,50.0,"43.676697,-79.445029"
DeSotos Eatery,1079 St Clair Avenue West,4.0,82.0,50.0,"43.676697,-79.445029"
Good Behaviour,342 Westmoreland Avenue N,4.5,45.0,50.0,"43.676697,-79.445029"
Frank’s Pizza House,1352 St Clair Avenue W,3.5,99.0,50.0,"43.676697,-79.445029"
Parallel,217 Geary Avenue,4.0,91.0,50.0,"43.676697,-79.445029"
Kaito Sushi,1211 St Clair Ave W,4.0,31.0,50.0,"43.676697,-79.445029"
Atomic 10,145 Lauder Ave,4.5,23.0,50.0,"43.676697,-79.445029"
Pho Lang Van,958 Saint Clair Avenue W,4.0,56.0,50.0,"43.676697,-79.445029"
La Bruschetta Restaurant,1317 St Clair Avenue West,4.0,38.0,50.0,"43.676697,-79.445029"
Royal Caribbean Cafe,1127 St Clair Ave W,4.0,28.0,50.0,"43.676697,-79.445029"
Boom Breakfast & Company,1036 St Clair Ave W,3.0,94.0,50.0,"43.676697,-79.445029"
Tenoch Restaurant,933 Saint Clair Avenue W,3.5,66.0,50.0,"43.676697,-79.445029"
La Morena,1175A St Clair Avenue W,5.0,8.0,50.0,"43.676697,-79.445029"
Church's Texas Chicken,1171 St. Clair Avenue W,3.5,37.0,50.0,"43.676697,-79.445029"
North Of Brooklyn,229 Geary Avenue,4.0,41.0,50.0,"43.676697,-79.445029"
Love Chix,33 Powerhouse Street,3.5,46.0,50.0,"43.676697,-79.445029"
El Sazón Mexicano,1284 St Clair Avenue W,4.5,9.0,50.0,"43.676697,-79.445029"
Dairy Freeze,1601 St Clair Avenue W,3.0,72.0,50.0,"43.676697,-79.445029"
Pho Rang Dong,1193 Saint Clair Ave W,3.5,22.0,50.0,"43.676697,-79.445029"
Paracas Peruvian,992 St.Clair Avenue W,3.5,25.0,50.0,"43.676697,-79.445029"
Stella's Lunchbox,145 Lauder Street,4.0,10.0,50.0,"43.676697,-79.445029"
Rain Sushi,1353 St Clair Avenue W,4.5,6.0,50.0,"43.676697,-79.445029"
Slice Of Toronto,968 St. Clair Avenue W,5.0,5.0,50.0,"43.676697,-79.445029"
Rebozos,126 Rogers Road,3.0,41.0,50.0,"43.676697,-79.445029"
The Eagle Twins Restaurant,954 St Clair Avenue W,4.0,14.0,50.0,"43.676697,-79.445029"
Gaucho Pie,346 Westmoreland Ave N,4.5,7.0,50.0,"43.676697,-79.445029"
Meta Dos Leitoes,218 Geary Avenue,4.5,7.0,50.0,"43.676697,-79.445029"
Nova Era Bakery,1480 St Clair Ave W,3.5,15.0,50.0,"43.676697,-79.445029"
Lion Coffee,881 St Clair Ave W,4.5,7.0,50.0,"43.676697,-79.445029"
Munay ,881 St Clair Avenue W,5.0,5.0,50.0,"43.676697,-79.445029"
Samba Brazil Eatery,1646 St Clair Avenue W,4.0,8.0,50.0,"43.676697,-79.445029"
Bar Burrito,1228 St. Clair Avenue W,5.0,2.0,50.0,"43.676697,-79.445029"
Centro Trattoria & Formaggio,1224 St. Clair Avenue W,3.5,6.0,50.0,"43.676697,-79.445029"
Limon Lounge,1089 St Clair Avenue W,5.0,2.0,50.0,"43.676697,-79.445029"
241 Pizza,1383 Davenport Road,3.5,6.0,50.0,"43.676697,-79.445029"
Emma's Country Kitchen,810 Saint Clair Avenue W,4.0,439.0,50.0,"43.68114,-79.4277"
Lamesa Filipino Kitchen,634 St Clair Avenue W,4.0,366.0,50.0,"43.68114,-79.4277"
Pukka,778 St. Clair Avenue W,4.0,177.0,50.0,"43.68114,-79.4277"
FK,770 St Clair Avenue W,4.5,48.0,50.0,"43.68114,-79.4277"
Baker and Scone,693 St. Clair W,4.0,83.0,50.0,"43.68114,-79.4277"
Sea Witch Fish and Chips,636 Saint Clair Avenue W,4.0,136.0,50.0,"43.68114,-79.4277"
Nodo Restaurant,794 Saint Clair Avenue W,4.5,58.0,50.0,"43.68114,-79.4277"
Ferro Bar & Cafe,769 Saint Clair Avenue W,3.5,119.0,50.0,"43.68114,-79.4277"
Queen of Persia,672A St Clair Avenue W,4.5,47.0,50.0,"43.68114,-79.4277"
CocoaLatte,671 St. Clair Avenue W,4.0,73.0,50.0,"43.68114,-79.4277"
Nama Sushi,750 St. Clair Avenue W,4.0,45.0,50.0,"43.68114,-79.4277"
Khmer Thai Restaurant,1018 St Clair Avenue W,4.0,138.0,50.0,"43.68114,-79.4277"
Krave Coffee,781 St.  Clair Avenue W,4.0,51.0,50.0,"43.68114,-79.4277"
Savera Indian Cuisine,815 Saint Clair Avenue W,4.0,59.0,50.0,"43.68114,-79.4277"
Pain Perdu,736 St. Clair Ave W,3.5,73.0,50.0,"43.68114,-79.4277"
Itacate,998 St. Clair Avenue W,4.5,56.0,50.0,"43.68114,-79.4277"
Barista & Chef,1006 Saint Clair Avenue W,4.5,53.0,50.0,"43.68114,-79.4277"
Aviv Immigrant Kitchen,779 St. Clair Avenue W,4.5,18.0,50.0,"43.68114,-79.4277"
The Rushton,740 St Clair Ave W,3.5,99.0,50.0,"43.68114,-79.4277"
KIBO Sushi & Tapas,701 Saint Clair Avenue W,3.5,63.0,50.0,"43.68114,-79.4277"
Mezzetta Restaurant & Tapas Bar,681 Saint Clair Avenue W,4.0,57.0,50.0,"43.68114,-79.4277"
Kiyo,1384 Bathurst Street,4.5,36.0,50.0,"43.68114,-79.4277"
Lox + Schmear,1030 St Clair W,4.5,40.0,50.0,"43.68114,-79.4277"
Pho Lang Van,958 Saint Clair Avenue W,4.0,56.0,50.0,"43.68114,-79.4277"
Gerry's Fast Foods,724 St Clair Avenue W,4.5,18.0,50.0,"43.68114,-79.4277"
Albert's Real Jamaican Foods,542 Saint Clair Avenue W,3.5,107.0,50.0,"43.68114,-79.4277"
Tenoch Restaurant,933 Saint Clair Avenue W,3.5,66.0,50.0,"43.68114,-79.4277"
Chinese Dumplings,645 St. Clair Avenue W,3.5,55.0,50.0,"43.68114,-79.4277"
Churrasco of St Clair,679 St Clair Ave W,3.5,46.0,50.0,"43.68114,-79.4277"
Sushi Kizoku,813 Saint Clair Avenue W,4.0,23.0,50.0,"43.68114,-79.4277"
DeSotos Eatery,1079 St Clair Avenue West,4.0,82.0,50.0,"43.68114,-79.4277"
Oakwood Hardware Food & Drink,337 Oakwood Avenue,4.0,53.0,50.0,"43.68114,-79.4277"
The Sovereign,1359 Davenport Road,4.5,35.0,50.0,"43.68114,-79.4277"
Thai Noodle,62 Vaughan Road,3.5,56.0,50.0,"43.68114,-79.4277"
Atomic 10,145 Lauder Ave,4.5,23.0,50.0,"43.68114,-79.4277"
Moong Japanese Fusion Restaurant,570 St. Clair Avenue W,3.5,43.0,50.0,"43.68114,-79.4277"
Boom Breakfast & Company,1036 St Clair Ave W,3.0,94.0,50.0,"43.68114,-79.4277"
Annabelle Pasta Bar,909 Davenport Road,3.0,68.0,50.0,"43.68114,-79.4277"
Zaza Espresso Bar,775 Saint Clair Avenue W,3.5,22.0,50.0,"43.68114,-79.4277"
Salto Restaurant,1138 Davenport Road,4.5,11.0,50.0,"43.68114,-79.4277"
Les Moulins La Fayette,689 St Clair Avenue W,4.0,14.0,50.0,"43.68114,-79.4277"
Chai Pochana,809 St Clair Avenue W,4.5,6.0,50.0,"43.68114,-79.4277"
The Gem,1159 Davenport Road,3.5,50.0,50.0,"43.68114,-79.4277"
Sushi Karu,378 Oakwood Avenue,4.5,14.0,50.0,"43.68114,-79.4277"
Paracas Peruvian,992 St.Clair Avenue W,3.5,25.0,50.0,"43.68114,-79.4277"
Black Tulip Restaurant,807 St Clair Avenue W,4.0,9.0,50.0,"43.68114,-79.4277"
Churrasqueira Costa Verde BBQ Chicken,370 Oakwood Ave,3.5,33.0,50.0,"43.68114,-79.4277"
Lion Coffee,881 St Clair Ave W,4.5,7.0,50.0,"43.68114,-79.4277"
Munay ,881 St Clair Avenue W,5.0,5.0,50.0,"43.68114,-79.4277"
Natural Japaneats,601 Christie Street,5.0,4.0,50.0,"43.68114,-79.4277"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,50.0,"43.663148,-79.347938"
Bach Yen,738 Gerrard Street E,4.0,210.0,50.0,"43.663148,-79.347938"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,50.0,"43.663148,-79.347938"
White Lily Diner,678 Queen Street E,4.5,139.0,50.0,"43.663148,-79.347938"
Bonjour Brioche,812 Queen Street E,3.5,305.0,50.0,"43.663148,-79.347938"
Que Ling Restaurant,248 Boulton Avenue,4.0,89.0,50.0,"43.663148,-79.347938"
Mi Mi Restaurant,688 Gerrard Street E,4.0,135.0,50.0,"43.663148,-79.347938"
The Comrade,758 Queen Street E,4.0,83.0,50.0,"43.663148,-79.347938"
Wynona,819 Gerrard Street E,4.5,57.0,50.0,"43.663148,-79.347938"
Batifole Restaurant,744 Gerrard Street E,4.0,80.0,50.0,"43.663148,-79.347938"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,50.0,"43.663148,-79.347938"
Eastside Social,1008 Queen Street E,4.5,80.0,50.0,"43.663148,-79.347938"
La Carnita,780 Queen Street E,3.5,129.0,50.0,"43.663148,-79.347938"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,50.0,"43.663148,-79.347938"
Leslieville Pumps,913 Queen Street E,4.0,120.0,50.0,"43.663148,-79.347938"
Pho House,625 Gerrard Street E,4.0,84.0,50.0,"43.663148,-79.347938"
Dumpling House,619 Gerrard Street E,3.5,89.0,50.0,"43.663148,-79.347938"
EAT BKK Thai Kitchen,898 Queen Street E,4.0,72.0,50.0,"43.663148,-79.347938"
The Real Jerk,842 Gerrard Street E,3.5,183.0,50.0,"43.663148,-79.347938"
Barrio Cerveceria,884 Queen Street E,3.0,184.0,50.0,"43.663148,-79.347938"
Wok & Roast Chinese BBQ,349 Broadview Ave,3.5,106.0,50.0,"43.663148,-79.347938"
Tropical Joe's,Gerrard Square Mall,4.0,75.0,50.0,"43.663148,-79.347938"
Maple Leaf Tavern,955 Gerrard Street E,4.0,105.0,50.0,"43.663148,-79.347938"
Dine & Dim,633 Gerrard St E,4.5,25.0,50.0,"43.663148,-79.347938"
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,150.0,50.0,"43.663148,-79.347938"
Reliable Fish & Chips,954 Queen Street E,4.0,65.0,50.0,"43.663148,-79.347938"
O’SOMAE,357 Broadview Ave,4.5,24.0,50.0,"43.663148,-79.347938"
Juzz Sushi,912 Queen Street  E,4.0,47.0,50.0,"43.663148,-79.347938"
Hanoi 3 Seasons,588 Gerrard Street E,3.5,68.0,50.0,"43.663148,-79.347938"
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66.0,50.0,"43.663148,-79.347938"
Hype Food,1060 Gerrard St E,4.5,41.0,50.0,"43.663148,-79.347938"
Gare De L'est,1190 Dundas Street E,3.5,72.0,50.0,"43.663148,-79.347938"
Baldini Restaurant,1012 Queen Street E,3.5,67.0,50.0,"43.663148,-79.347938"
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62.0,50.0,"43.663148,-79.347938"
Gale's Snack Bar,539 Eastern Ave,4.5,34.0,50.0,"43.663148,-79.347938"
Nam Wan,713 Gerrard St E,4.5,13.0,50.0,"43.663148,-79.347938"
Oji Seichi,354 Broadview Avenue,4.0,27.0,50.0,"43.663148,-79.347938"
Riverside Burgers,688 Queen St E,4.5,13.0,50.0,"43.663148,-79.347938"
Impact Kitchen,573 King Street E,3.5,145.0,50.0,"43.663148,-79.347938"
Frankie's,892 Queen Street E,4.0,37.0,50.0,"43.663148,-79.347938"
Completo,337 Broadview Ave,4.5,13.0,50.0,"43.663148,-79.347938"
Great Burger Kitchen,1056 Gerrard Street E,3.5,139.0,50.0,"43.663148,-79.347938"
The Cannonball,641 Queen Street  E,3.5,48.0,50.0,"43.663148,-79.347938"
Com Tam Pho 168,Riverdale/Leslieville,3.5,97.0,50.0,"43.663148,-79.347938"
Gusto 501,501 King Street E,4.0,55.0,50.0,"43.663148,-79.347938"
Pasaj,1100 Queen Street E,4.0,40.0,50.0,"43.663148,-79.347938"
ēst Restaurant,729 Queen Street E,4.0,20.0,50.0,"43.663148,-79.347938"
Riverdale Perk Cafe,633 Logan Avenue,4.0,43.0,50.0,"43.663148,-79.347938"
Sushi Bar,348 Broadview Ave,3.5,51.0,50.0,"43.663148,-79.347938"
Farside,600 Gerrard Street E,4.5,11.0,50.0,"43.663148,-79.347938"
Maha's,226 Greenwood Avenue,4.0,572.0,50.0,"43.669813,-79.3335"
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,418.0,50.0,"43.669813,-79.3335"
Completo,5 Coady Avenue,4.5,167.0,50.0,"43.669813,-79.3335"
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,150.0,50.0,"43.669813,-79.3335"
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,228.0,50.0,"43.669813,-79.3335"
Lahore Tikka House,1365 Gerrard Street E,3.5,542.0,50.0,"43.669813,-79.3335"
Hype Food,1060 Gerrard St E,4.5,41.0,50.0,"43.669813,-79.3335"
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66.0,50.0,"43.669813,-79.3335"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,50.0,"43.669813,-79.3335"
Tropical Joe's,Gerrard Square Mall,4.0,75.0,50.0,"43.669813,-79.3335"
Chino Locos Original,4 Greenwood Avenue,4.0,190.0,50.0,"43.669813,-79.3335"
Great Burger Kitchen,1056 Gerrard Street E,3.5,139.0,50.0,"43.669813,-79.3335"
Ascari,1111 Queen Street E,4.0,129.0,50.0,"43.669813,-79.3335"
Tea N Bannock,1294 Gerrard Street E,4.5,44.0,50.0,"43.669813,-79.3335"
Maple Leaf Tavern,955 Gerrard Street E,4.0,105.0,50.0,"43.669813,-79.3335"
CrowdedHouse,1161 Queen Street E,4.5,61.0,50.0,"43.669813,-79.3335"
Wynona,819 Gerrard Street E,4.5,57.0,50.0,"43.669813,-79.3335"
Hastings Snack Bar,5 Hastings Avenue,4.5,41.0,50.0,"43.669813,-79.3335"
Udupi Palace,1460 Gerrard Street E,3.5,206.0,50.0,"43.669813,-79.3335"
Goods & Provisions,1124 Queen Street E,4.0,100.0,50.0,"43.669813,-79.3335"
Com Tam Pho 168,Riverdale/Leslieville,3.5,97.0,50.0,"43.669813,-79.3335"
Yaya Greek Bistro,1186 Queen Street E,4.0,82.0,50.0,"43.669813,-79.3335"
Eastside Social,1008 Queen Street E,4.5,80.0,50.0,"43.669813,-79.3335"
The Real Jerk,842 Gerrard Street E,3.5,183.0,50.0,"43.669813,-79.3335"
Kibo Sushi House,1169 Queen Street E,4.0,92.0,50.0,"43.669813,-79.3335"
Leslie Jones,1182 Queen Street E,4.0,75.0,50.0,"43.669813,-79.3335"
Blondies,1555 Dundas Street E,4.0,52.0,50.0,"43.669813,-79.3335"
The Sidekick,1374 Queen Street E,4.5,31.0,50.0,"43.669813,-79.3335"
La Paella,1146 Queen Street E,4.0,39.0,50.0,"43.669813,-79.3335"
Regency Restaurant,1423 Gerrard Street E,4.0,77.0,50.0,"43.669813,-79.3335"
GB Hand Pulled Noodle,1024 Gerrard Street E,4.0,36.0,50.0,"43.669813,-79.3335"
The Famous Indian Cuisine,1410 Gerrard Street E,4.0,65.0,50.0,"43.669813,-79.3335"
Motimahal,1422 Gerrard St E,3.5,107.0,50.0,"43.669813,-79.3335"
Lil Joe Cucina & Bar,1054 Gerrard Street E,4.5,18.0,50.0,"43.669813,-79.3335"
Gare De L'est,1190 Dundas Street E,3.5,72.0,50.0,"43.669813,-79.3335"
Greta Solomon's,1118 Queen Street E,4.0,47.0,50.0,"43.669813,-79.3335"
The Shmooz,590 Pape Avenue,4.5,30.0,50.0,"43.669813,-79.3335"
Hanoi 3 Seasons,1135 Queen St E,3.5,69.0,50.0,"43.669813,-79.3335"
Karma's Kitchen,1411 Gerrard Street E,4.0,61.0,50.0,"43.669813,-79.3335"
Pasaj,1100 Queen Street E,4.0,40.0,50.0,"43.669813,-79.3335"
Toto Sushi,1455 Gerrard Street E,4.5,29.0,50.0,"43.669813,-79.3335"
Reliable Fish & Chips,954 Queen Street E,4.0,65.0,50.0,"43.669813,-79.3335"
Le Conciliabule,1300 Gerrard Street E,4.5,12.0,50.0,"43.669813,-79.3335"
Baldini Restaurant,1012 Queen Street E,3.5,67.0,50.0,"43.669813,-79.3335"
Nodo Leslieville,1192 Queen Street East,4.0,35.0,50.0,"43.669813,-79.3335"
Chick-N-Joy,1483 Queen Street E,4.0,55.0,50.0,"43.669813,-79.3335"
Ok Ok Diner,1128 Queen Street E,3.5,74.0,50.0,"43.669813,-79.3335"
Juzz Sushi,912 Queen Street  E,4.0,47.0,50.0,"43.669813,-79.3335"
Banh Mi Huy-Ky,1046 Gerrard St E,4.0,17.0,50.0,"43.669813,-79.3335"
KaSpace Cafe,1183 Queen Street E,5.0,9.0,50.0,"43.669813,-79.3335"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,50.0,"43.633537,-79.437461"
Loga's Corner,216C Close Avenue,4.5,165.0,50.0,"43.633537,-79.437461"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,50.0,"43.633537,-79.437461"
Mother India,1456 Queen Street W,4.0,205.0,50.0,"43.633537,-79.437461"
Garleek Kitchen,1500 Queen Street W,4.5,48.0,50.0,"43.633537,-79.437461"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,50.0,"43.633537,-79.437461"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,50.0,"43.633537,-79.437461"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,50.0,"43.633537,-79.437461"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,50.0,"43.633537,-79.437461"
Norling,1512 Queen Street W,4.0,72.0,50.0,"43.633537,-79.437461"
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91.0,50.0,"43.633537,-79.437461"
OM Restaurant and Bar,1439 Queen Street W,4.0,52.0,50.0,"43.633537,-79.437461"
The MoMo House,1422 Queen Street W,4.5,33.0,50.0,"43.633537,-79.437461"
Easy Breakfast,1645 Queen Street W,3.5,136.0,50.0,"43.633537,-79.437461"
Skyline Restaurant,1426 Queen Street W,4.0,72.0,50.0,"43.633537,-79.437461"
Caffino Ristorante,1185 King Street W,4.0,101.0,50.0,"43.633537,-79.437461"
Miss Things,1279 Queen Street W,3.5,162.0,50.0,"43.633537,-79.437461"
Copenhagen Vegan Cafe & Bakery,1312 Queen St W,4.5,42.0,50.0,"43.633537,-79.437461"
Little Tibet  Restaurant,1449A Queen Street W,4.5,26.0,50.0,"43.633537,-79.437461"
Local Kitchen & Winebar,1710 Queen Street W,3.5,82.0,50.0,"43.633537,-79.437461"
Dave's Hot Chicken,1582 Queen Street W,3.5,60.0,50.0,"43.633537,-79.437461"
CiCi's Pizza,1618 Queen St W,4.0,43.0,50.0,"43.633537,-79.437461"
Tsampa Cafe,1528 Queen W,4.5,21.0,50.0,"43.633537,-79.437461"
Clandestino wine bar,1592 Queen Street W,4.5,19.0,50.0,"43.633537,-79.437461"
Nuna Kitchen & Bar,1265 Queen Street W,4.5,11.0,50.0,"43.633537,-79.437461"
Le Phenix,1263 Queen Street W,4.5,21.0,50.0,"43.633537,-79.437461"
Burrito Boyz,1736 Queen Street W,3.5,37.0,50.0,"43.633537,-79.437461"
Rustic Cosmo Cafe,1278 Queen Street W,3.5,61.0,50.0,"43.633537,-79.437461"
Amicos Pizza Ristorante,1648 Queen Street W,3.0,57.0,50.0,"43.633537,-79.437461"
Tashi Delek Cafe,223 Jameson Avenue,4.5,11.0,50.0,"43.633537,-79.437461"
BOM DIA Café & Bakery,1205 Queen Street W,4.5,20.0,50.0,"43.633537,-79.437461"
Tdotjerk,26 Roncesvalles Avenue,4.0,26.0,50.0,"43.633537,-79.437461"
Habibi Shawarma,1214 King Street W,4.0,22.0,50.0,"43.633537,-79.437461"
Gus Tacos,1533 Queen St W,4.5,11.0,50.0,"43.633537,-79.437461"
Food & Liquor,1610 Queen Street W,4.0,21.0,50.0,"43.633537,-79.437461"
The Original's Dining Lounge,160 Springhurst Avenue,5.0,4.0,50.0,"43.633537,-79.437461"
Pho Asia 21,1208 King Street W,3.0,55.0,50.0,"43.633537,-79.437461"
Lambretta Pizzeria & Wine Bar,89 Roncesvalles Avenue,3.5,53.0,50.0,"43.633537,-79.437461"
Gold Standard Queen,1574 Queen W,4.5,7.0,50.0,"43.633537,-79.437461"
Daol Korean Restaurant,1345 Queen St W,4.5,7.0,50.0,"43.633537,-79.437461"
The Whole Plate,83 Roncesvalles Avenue,4.5,14.0,50.0,"43.633537,-79.437461"
Tiny Cafe,10 Macdonell Avenue,4.5,8.0,50.0,"43.633537,-79.437461"
Gyro Bar!,1647 Queen St W,4.0,18.0,50.0,"43.633537,-79.437461"
Sake Sushi,20 Roncesvalles Avenue,5.0,7.0,50.0,"43.633537,-79.437461"
Paddler,1710 Queen Street W,4.5,6.0,50.0,"43.633537,-79.437461"
Grill Cottage,1468 Queen Street W,3.5,13.0,50.0,"43.633537,-79.437461"
South Indian Dosa Mahal,9 Roncesvalles Avenue,4.0,11.0,50.0,"43.633537,-79.437461"
Larry's Folly,1462 Queen Street W,5.0,4.0,50.0,"43.633537,-79.437461"
Alexandria Falafel,1233 Queen St W,3.5,28.0,50.0,"43.633537,-79.437461"
Happy Coffee and Wine,1304 King Street W,3.5,10.0,50.0,"43.633537,-79.437461"
The Burger's Priest,1636 Queen Street E,3.5,503.0,48.0,"43.663162,-79.309765"
Delina Restaurant,1891 Queen Street E,4.5,51.0,48.0,"43.663162,-79.309765"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,48.0,"43.663162,-79.309765"
Casa Di Giorgios,1646 Queen St E,4.0,73.0,48.0,"43.663162,-79.309765"
Limon,1968 Queen Street E,4.5,33.0,48.0,"43.663162,-79.309765"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,48.0,"43.663162,-79.309765"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,48.0,"43.663162,-79.309765"
O Sushi,6 Coxwell Avenue,4.0,57.0,48.0,"43.663162,-79.309765"
British Style Fish & Chips,73 Coxwell Avenue,4.0,51.0,48.0,"43.663162,-79.309765"
Chick-N-Joy,1483 Queen Street E,4.0,55.0,48.0,"43.663162,-79.309765"
Tiflisi,1970 Queen Street E,4.5,26.0,48.0,"43.663162,-79.309765"
Mira Mira,1963 Queen Street E,4.0,24.0,48.0,"43.663162,-79.309765"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,48.0,"43.663162,-79.309765"
Burrito Bandidos,1614 Queen Street E,3.5,57.0,48.0,"43.663162,-79.309765"
Jaclyn's,1588 Queen Street E,4.5,14.0,48.0,"43.663162,-79.309765"
Sunset Grill,2006 Queen Street E,3.5,55.0,48.0,"43.663162,-79.309765"
Beach Club,1681 Lake Shore Boulevard E,3.0,17.0,48.0,"43.663162,-79.309765"
Yum Croissant,1917 Queen Street East,3.5,19.0,48.0,"43.663162,-79.309765"
Fat Bastard Burrito,2008 Queen Street E,3.5,29.0,48.0,"43.663162,-79.309765"
Toronto Beach Club,1681 Lake Shore Boulevard E,3.0,8.0,48.0,"43.663162,-79.309765"
Maestro Omar’s Gourmet Pizza,66 Kingston Road,4.0,8.0,48.0,"43.663162,-79.309765"
La Sirena,1918 Queen St E,5.0,3.0,48.0,"43.663162,-79.309765"
McDonald's,29-31 Woodward Avenue,2.5,22.0,48.0,"43.663162,-79.309765"
Friends Burgers,1922 Queen Street E,4.5,4.0,48.0,"43.663162,-79.309765"
Butter Chicken Roti,1610 Queen Street E,2.5,13.0,48.0,"43.663162,-79.309765"
Lahore BBQ Paan Center,1435 Gerrard Street E,3.5,14.0,48.0,"43.663162,-79.309765"
Harvey's,1641 Queen St E,2.0,16.0,48.0,"43.663162,-79.309765"
GG's,1681 Lake Shore Blvd E,3.0,3.0,48.0,"43.663162,-79.309765"
Hakka Flame,1433 Gerrard Street E,4.0,9.0,48.0,"43.663162,-79.309765"
Simple Coffee,1636 Queen Street E,4.5,2.0,48.0,"43.663162,-79.309765"
Pizza Nova,1928 Queen Street E,3.0,7.0,48.0,"43.663162,-79.309765"
Torisho,1940 Queen St E,4.0,3.0,48.0,"43.663162,-79.309765"
Honey-Bee Restaurant,1976 Queen Street E,2.0,32.0,48.0,"43.663162,-79.309765"
