name,address,yelp_rating,yelp_total_ratings,yelp_num_res,coordinates
Hero Certified Burgers - Beaches,2018 Queen St. E.,2.5,16.0,48.0,"43.663162,-79.309765"
Otherside Pizza,1911 Queen Street E,5.0,1.0,48.0,"43.663162,-79.309765"
Freshii,2032 Queen St E,2.5,14.0,48.0,"43.663162,-79.309765"
Popeyes Louisiana Kitchen,1955 Queen Street E,1.5,26.0,48.0,"43.663162,-79.309765"
Blue Cloud Cafe,1934 Queen Street E,4.0,2.0,48.0,"43.663162,-79.309765"
Mira Mira,1963 Queen Street E,5.0,1.0,48.0,"43.663162,-79.309765"
Pizza Nova,1614 Queen Street E,2.5,3.0,48.0,"43.663162,-79.309765"
Nitya Restaurant,1433 Gerrard St E,3.5,4.0,48.0,"43.663162,-79.309765"
Southern Smoke Truck,"Toronto, ON M4L",3.0,2.0,48.0,"43.663162,-79.309765"
The Breakfast Club,1681 Lakeshore Ave E,1.5,2.0,48.0,"43.663162,-79.309765"
Indian Rasoi,1437 Gerrard Street E,2.0,10.0,48.0,"43.663162,-79.309765"
Green Ocean Seafood,1963-A Queen Street E,3.0,2.0,48.0,"43.663162,-79.309765"
Pizzaville,1971 Queen Street E,2.0,5.0,48.0,"43.663162,-79.309765"
Pachira Asian Cuisine,1610 Queen Street E,1.0,1.0,48.0,"43.663162,-79.309765"
Today's Shawarma,1921 Queen Street E,1.0,1.0,48.0,"43.663162,-79.309765"
Eden Trattoria,58 Marine Parade Drive,3.5,160.0,9.0,"43.63632,-79.47307"
Veloute Bistro & Catering,2045 Lakeshore Blvd W,4.0,35.0,9.0,"43.63632,-79.47307"
Rocco's Plum Tomato,164 The Queensway,3.5,53.0,9.0,"43.63632,-79.47307"
Momo Dumpling Express,156 The Queensway,4.5,11.0,9.0,"43.63632,-79.47307"
Cafe Cocoa Boulangerie,58 Marine Parade Drive,2.5,35.0,9.0,"43.63632,-79.47307"
KFC,156 The Queensway,2.0,14.0,9.0,"43.63632,-79.47307"
Subway,125  Queensway,5.0,1.0,9.0,"43.63632,-79.47307"
Market Garden Restaurant,165 the Queensway,2.0,1.0,9.0,"43.63632,-79.47307"
Pizza Pizza,125 The Queensway,1.0,1.0,9.0,"43.63632,-79.47307"
Tabule Restaurant,2009 Yonge Street,4.0,283.0,50.0,"43.697819,-79.38786"
Zezafoun Syrian Cuisine,4 Manor Road E,4.5,112.0,50.0,"43.697819,-79.38786"
Flaming Stove,21 Davisville Avenue,4.5,65.0,50.0,"43.697819,-79.38786"
Little Sister,2031 Yonge Street,3.5,217.0,50.0,"43.697819,-79.38786"
Khau Gully,1991 Yonge Street,4.0,96.0,50.0,"43.697819,-79.38786"
Echo Sushi,2036 Yonge Street,3.5,194.0,50.0,"43.697819,-79.38786"
Bolan Thai Cuisine,709 Mount Pleasant Road,4.0,106.0,50.0,"43.697819,-79.38786"
Five Doors North,2088 Yonge Street,4.0,135.0,50.0,"43.697819,-79.38786"
Yukashi Japanese Cuisine,643A Mount Pleasant Road,4.5,40.0,50.0,"43.697819,-79.38786"
Hokkaido Ramen Santouka,2057 Yonge St,4.5,55.0,50.0,"43.697819,-79.38786"
Sushi Supreme,1995 Yonge Street,4.0,114.0,50.0,"43.697819,-79.38786"
Balsamico Ristorante,2029 Yonge St,4.5,46.0,50.0,"43.697819,-79.38786"
Positano Restaurant,633 Mount Pleasant Road,4.0,61.0,50.0,"43.697819,-79.38786"
The Red Lantern,228 Merton Street,3.5,49.0,50.0,"43.697819,-79.38786"
Lola Sushi,2070 Yonge Street,4.0,71.0,50.0,"43.697819,-79.38786"
Sophie's,1614 Bayview Avenue,4.0,130.0,50.0,"43.697819,-79.38786"
Zee Grill Seafood Restaurant & Oyster Bar,641 Mount Pleasant Road,4.0,48.0,50.0,"43.697819,-79.38786"
Thai Spicy House,517 Mount Pleasant Road,3.5,69.0,50.0,"43.697819,-79.38786"
Snakes & Lattes Midtown,45 Eglinton Ave E,4.0,64.0,50.0,"43.697819,-79.38786"
Mayrik,1580 Bayview Avenue,4.0,70.0,50.0,"43.697819,-79.38786"
Yaowarat,557 Mt Pleasant Road,4.5,15.0,50.0,"43.697819,-79.38786"
Marigold Indian Bistro,552 Mount Pleasant Road,3.0,77.0,50.0,"43.697819,-79.38786"
Bread & Butter,507 Mount Pleasant Rd,3.5,45.0,50.0,"43.697819,-79.38786"
The Keg Steakhouse + Bar,2201 Yonge Street,3.5,109.0,50.0,"43.697819,-79.38786"
Oystermine,2035 Yonge Street,4.0,35.0,50.0,"43.697819,-79.38786"
Duff's Famous Wings,1604 Bayview Ave,3.5,133.0,50.0,"43.697819,-79.38786"
Mariachi's Restaurant,2084 Yonge St,3.5,107.0,50.0,"43.697819,-79.38786"
The Belsize Public House,535 Mt. Pleasant Road.,3.5,41.0,50.0,"43.697819,-79.38786"
Mandarin Restaurant,2200 Yonge Street,3.5,135.0,50.0,"43.697819,-79.38786"
MIA Brunch Bar,2140 Yonge Street,4.0,29.0,50.0,"43.697819,-79.38786"
Piano Piano,623 Mt Pleasant Road,4.0,37.0,50.0,"43.697819,-79.38786"
Starving Artist,505 Mount Pleasant Road,3.0,48.0,50.0,"43.697819,-79.38786"
Mexico Lindo,1618 Bayview Ave,4.0,70.0,50.0,"43.697819,-79.38786"
Tamasha,1835 Yonge Street,4.0,34.0,50.0,"43.697819,-79.38786"
Hazel's Diner,523 Mount Pleasant Road,3.5,53.0,50.0,"43.697819,-79.38786"
Oretta Midtown,2131 Yonge Street,3.5,35.0,50.0,"43.697819,-79.38786"
Florentia,579 Mount Pleasant Road,3.5,33.0,50.0,"43.697819,-79.38786"
Aafrien,55 Eglinton Avenue E,4.5,16.0,50.0,"43.697819,-79.38786"
Pi Co,2177 Yonge Street,3.5,48.0,50.0,"43.697819,-79.38786"
Fukui Sushi,1612 Bayview Avenue,4.0,43.0,50.0,"43.697819,-79.38786"
Kramer's Bar & Grill,1915 Yonge Street,3.0,53.0,50.0,"43.697819,-79.38786"
Juicy Dumpling,2150 Yonge street,3.5,33.0,50.0,"43.697819,-79.38786"
St Louis Bar and Grill,2050 Yonge Street,3.0,86.0,50.0,"43.697819,-79.38786"
Sushi Zone,1992 Yonge Street,3.5,34.0,50.0,"43.697819,-79.38786"
Dave's Hot Chicken,2066 Yonge Street,4.0,23.0,50.0,"43.697819,-79.38786"
Shibui Eatery + Sushi Bar,600 Mount Pleasant Road,4.0,15.0,50.0,"43.697819,-79.38786"
Bar Batavia,2031 Yonge Street,4.5,11.0,50.0,"43.697819,-79.38786"
My Roti Place,2013 Yonge Street,4.0,21.0,50.0,"43.697819,-79.38786"
Domaine Mamo,581 Mt Pleasant Road,4.5,9.0,50.0,"43.697819,-79.38786"
Ambiyan on Yonge,1560 Yonge Street,4.5,12.0,50.0,"43.697819,-79.38786"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,50.0,"43.638426,-79.429142"
School Restaurant,70 Fraser Avenue,3.5,630.0,50.0,"43.638426,-79.429142"
Loga's Corner,216C Close Avenue,4.5,165.0,50.0,"43.638426,-79.429142"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,50.0,"43.638426,-79.429142"
Levetto,68 Sudbury Street,4.0,246.0,50.0,"43.638426,-79.429142"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,50.0,"43.638426,-79.429142"
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,59.0,50.0,"43.638426,-79.429142"
Mother India,1456 Queen Street W,4.0,205.0,50.0,"43.638426,-79.429142"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,50.0,"43.638426,-79.429142"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,50.0,"43.638426,-79.429142"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,50.0,"43.638426,-79.429142"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,50.0,"43.638426,-79.429142"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,50.0,"43.638426,-79.429142"
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85.0,50.0,"43.638426,-79.429142"
Caffino Ristorante,1185 King Street W,4.0,101.0,50.0,"43.638426,-79.429142"
Union,72A Ossington Avenue,4.0,238.0,50.0,"43.638426,-79.429142"
La Cubana,92 Ossington Avenue,4.0,225.0,50.0,"43.638426,-79.429142"
The Good Son,1096 Queen Street W,4.0,211.0,50.0,"43.638426,-79.429142"
Oddseoul,90 Ossington Avenue,4.0,326.0,50.0,"43.638426,-79.429142"
Garleek Kitchen,1500 Queen Street W,4.5,48.0,50.0,"43.638426,-79.429142"
Burger Drops,116 Atlantic Ave,4.5,62.0,50.0,"43.638426,-79.429142"
Mamakas Taverna,80 Ossington Avenue,4.0,224.0,50.0,"43.638426,-79.429142"
Miss Things,1279 Queen Street W,3.5,162.0,50.0,"43.638426,-79.429142"
Frankie's,994 Queen Street W,4.0,189.0,50.0,"43.638426,-79.429142"
Ravi Soups,1128 Queen Street W,4.0,79.0,50.0,"43.638426,-79.429142"
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91.0,50.0,"43.638426,-79.429142"
Soos,94 Ossington Avenue,4.0,171.0,50.0,"43.638426,-79.429142"
The MoMo House,1422 Queen Street W,4.5,33.0,50.0,"43.638426,-79.429142"
Copenhagen Vegan Cafe & Bakery,1312 Queen St W,4.5,42.0,50.0,"43.638426,-79.429142"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,50.0,"43.638426,-79.429142"
Bar Fancy,1070 Queen Street W,4.0,133.0,50.0,"43.638426,-79.429142"
Nunu Ethiopian Fusion,1178 Queen Street W,4.0,91.0,50.0,"43.638426,-79.429142"
Chiang Mai,171 E Liberty St,4.5,52.0,50.0,"43.638426,-79.429142"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,50.0,"43.638426,-79.429142"
Skyline Restaurant,1426 Queen Street W,4.0,72.0,50.0,"43.638426,-79.429142"
Norling,1512 Queen Street W,4.0,72.0,50.0,"43.638426,-79.429142"
Hello 123,1122 Queen Street W,4.0,113.0,50.0,"43.638426,-79.429142"
OM Restaurant and Bar,1439 Queen Street W,4.0,52.0,50.0,"43.638426,-79.429142"
Venezia Bakery,114 Ossington Avenue,4.0,94.0,50.0,"43.638426,-79.429142"
Té,70 Ossington Avenue,4.0,121.0,50.0,"43.638426,-79.429142"
Drake's Corner Café + Bistro,1150 Queen Street W,3.5,106.0,50.0,"43.638426,-79.429142"
Pizzeria Badiali,181 Dovercourt Road,4.0,58.0,50.0,"43.638426,-79.429142"
King Slice,1130 Queen Street W,3.5,92.0,50.0,"43.638426,-79.429142"
KoJa Restaurant,120 Atlantic Avenue,3.5,87.0,50.0,"43.638426,-79.429142"
Pho Rua Vang Golden Turtle,125 Ossington Avenue,3.0,333.0,50.0,"43.638426,-79.429142"
Indian Grill,108 Ossington Avenue,4.0,86.0,50.0,"43.638426,-79.429142"
Bar Poet,1090 Queen Street W,3.5,83.0,50.0,"43.638426,-79.429142"
Nuna Kitchen & Bar,1265 Queen Street W,4.5,11.0,50.0,"43.638426,-79.429142"
Rustic Cosmo Cafe,1278 Queen Street W,3.5,61.0,50.0,"43.638426,-79.429142"
Le Phenix,1263 Queen Street W,4.5,21.0,50.0,"43.638426,-79.429142"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,50.0,"43.65988,-79.38279"
Blaze Pizza,10 Dundas St. East,4.5,581.0,50.0,"43.65988,-79.38279"
Banh Mi Boys,399 Yonge Street,4.0,509.0,50.0,"43.65988,-79.38279"
Katsuya,66 Gerrard Street E,4.5,477.0,50.0,"43.65988,-79.38279"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,50.0,"43.65988,-79.38279"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,50.0,"43.65988,-79.38279"
Richmond Station,1 Richmond Street W,4.5,866.0,50.0,"43.65988,-79.38279"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,884.0,50.0,"43.65988,-79.38279"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,50.0,"43.65988,-79.38279"
Eggspectation,483 Bay Street,4.0,750.0,50.0,"43.65988,-79.38279"
The Queen And Beaver Public House,35 Elm Street,4.0,405.0,50.0,"43.65988,-79.38279"
The Senator,249 Victoria Street,4.0,489.0,50.0,"43.65988,-79.38279"
Poke Guys,112 Elizabeth Street,4.0,372.0,50.0,"43.65988,-79.38279"
Kintaro Izakaya,459 Church Street,4.0,231.0,50.0,"43.65988,-79.38279"
Barberian's Steak House,7 Elm Street,4.0,309.0,50.0,"43.65988,-79.38279"
Japango,122 Elizabeth Street,3.5,712.0,50.0,"43.65988,-79.38279"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,50.0,"43.65988,-79.38279"
Pearl Diver,100 Adelaide Street E,4.0,619.0,50.0,"43.65988,-79.38279"
KINTON RAMEN,396 Church Street,4.0,226.0,50.0,"43.65988,-79.38279"
Sushi & BBbop,Food Court At Aura,4.5,87.0,50.0,"43.65988,-79.38279"
Riddle Room,579 Yonge Street,4.5,185.0,50.0,"43.65988,-79.38279"
Hair of the Dog,425 Church Street,4.0,362.0,50.0,"43.65988,-79.38279"
Manpuku Japanese Eatery,105 McCaul Street,4.0,512.0,50.0,"43.65988,-79.38279"
Adega Restaurante,33 Elm St,4.0,157.0,50.0,"43.65988,-79.38279"
Egg Club,88 Dundas Street E,4.5,121.0,50.0,"43.65988,-79.38279"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,50.0,"43.65988,-79.38279"
Fran's Restaurant,20 College Street,3.5,414.0,50.0,"43.65988,-79.38279"
Mystic Muffin,113 Jarvis Street,4.5,290.0,50.0,"43.65988,-79.38279"
George Restaurant,111 Queen Street E,4.5,292.0,50.0,"43.65988,-79.38279"
Basil Box,351 Yonge Street,4.0,187.0,50.0,"43.65988,-79.38279"
Sap,401 Bay Street,3.5,550.0,50.0,"43.65988,-79.38279"
W Burger Bar,10 College Street,3.5,300.0,50.0,"43.65988,-79.38279"
Como En Casa,565 Yonge Street,4.0,241.0,50.0,"43.65988,-79.38279"
Si Lom Thai Bistro,534 Church Street,4.0,193.0,50.0,"43.65988,-79.38279"
Gyubee Japanese Grill - Dundas,157 Dundas St W,4.5,154.0,50.0,"43.65988,-79.38279"
The Carbon Bar,99 Queen Street East,4.0,407.0,50.0,"43.65988,-79.38279"
Karine's,109 McCaul Street,4.0,251.0,50.0,"43.65988,-79.38279"
Donatello Restaurant,37 Elm Street,4.0,180.0,50.0,"43.65988,-79.38279"
Gurume Sushi,45 Carlton Street,5.0,39.0,50.0,"43.65988,-79.38279"
Wow Sushi,11 Charles Street,4.0,424.0,50.0,"43.65988,-79.38279"
Thai On Yonge,370 Yonge Street,4.0,140.0,50.0,"43.65988,-79.38279"
ramen RAIJIN ,24 Wellesley Street W,3.5,384.0,50.0,"43.65988,-79.38279"
Koh Lipe,35 Baldwin Street,4.0,239.0,50.0,"43.65988,-79.38279"
Zakkushi On Carlton,193 Carlton Street,4.0,324.0,50.0,"43.65988,-79.38279"
Rolltation,207 Dundas Street W,4.0,225.0,50.0,"43.65988,-79.38279"
Chipotle Mexican Grill,323 Yonge Street,3.5,246.0,50.0,"43.65988,-79.38279"
KaKa All You Can Eat,655 Bay Street,3.5,257.0,50.0,"43.65988,-79.38279"
The Captain's Boil,476 Yonge St,3.5,231.0,50.0,"43.65988,-79.38279"
Burrito Bandidos,2 Grosvenor Street,4.0,128.0,50.0,"43.65988,-79.38279"
Konjiki Ramen Downtown,41 Elm Street,4.0,107.0,50.0,"43.65988,-79.38279"
Yasu,81 Harbord Street,4.5,416.0,50.0,"43.667023,-79.401805"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,50.0,"43.667023,-79.401805"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,50.0,"43.667023,-79.401805"
Rasa,196 Robert Street,4.5,317.0,50.0,"43.667023,-79.401805"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,50.0,"43.667023,-79.401805"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,50.0,"43.667023,-79.401805"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,50.0,"43.667023,-79.401805"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,50.0,"43.667023,-79.401805"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,50.0,"43.667023,-79.401805"
Playa Cabana,111 Dupont Street,4.0,467.0,50.0,"43.667023,-79.401805"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,50.0,"43.667023,-79.401805"
Piano Piano,88 Harbord Street,3.5,295.0,50.0,"43.667023,-79.401805"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,50.0,"43.667023,-79.401805"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,50.0,"43.667023,-79.401805"
PLANTA,1221 Bay Street,4.0,486.0,50.0,"43.667023,-79.401805"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,50.0,"43.667023,-79.401805"
Sassafraz,100 Cumberland Street,3.5,405.0,50.0,"43.667023,-79.401805"
Joso's,202 Davenport Road,4.5,165.0,50.0,"43.667023,-79.401805"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,50.0,"43.667023,-79.401805"
Zaad,348 Bloor Street West,4.5,58.0,50.0,"43.667023,-79.401805"
LA LA Bakeshop,346 A Bloor Street W,4.5,36.0,50.0,"43.667023,-79.401805"
Pig Out BBQ,650 Spadina Avenue,4.0,100.0,50.0,"43.667023,-79.401805"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,50.0,"43.667023,-79.401805"
Famoso Neapolitan,386 Bloor Street W,4.0,169.0,50.0,"43.667023,-79.401805"
Opus Restaurant,37 Prince Arthur Avenue,4.0,73.0,50.0,"43.667023,-79.401805"
Blu Ristorante,90 Avenue Road,4.0,170.0,50.0,"43.667023,-79.401805"
El Furniture Warehouse - Bloor St,410 Bloor St West,3.0,325.0,50.0,"43.667023,-79.401805"
Morton's The Steakhouse,4 Avenue Road,4.0,143.0,50.0,"43.667023,-79.401805"
Akai Sushi,168 Major Street,4.0,91.0,50.0,"43.667023,-79.401805"
Mallo,785  Bathurst Street,5.0,44.0,50.0,"43.667023,-79.401805"
Chadwick's,268 Howland Avenue,4.0,217.0,50.0,"43.667023,-79.401805"
Kenzo Ramen,372 Bloor Street W,3.5,133.0,50.0,"43.667023,-79.401805"
Sushi On Bloor,525 Bloor Street W,3.5,174.0,50.0,"43.667023,-79.401805"
The Oxley,121 Yorkville Avenue,4.0,167.0,50.0,"43.667023,-79.401805"
L'espresso Bar Mercurio,321 Bloor Street W,3.0,152.0,50.0,"43.667023,-79.401805"
Future Bistro,483 Bloor Street W,3.5,220.0,50.0,"43.667023,-79.401805"
Dimmi Bar & Trattoria,140 Cumberland St,3.5,214.0,50.0,"43.667023,-79.401805"
Roti Cuisine of India,308 Dupont Street,4.5,119.0,50.0,"43.667023,-79.401805"
Harbord House,124 Harbord Street,3.5,111.0,50.0,"43.667023,-79.401805"
Napoli Centrale,964 Bathurst Street,4.5,65.0,50.0,"43.667023,-79.401805"
Her Chef,599 Bloor Street W,4.5,60.0,50.0,"43.667023,-79.401805"
Fat Pasha,414 Dupont Street,4.0,208.0,50.0,"43.667023,-79.401805"
Utsav,69 Yorkville Ave,4.0,133.0,50.0,"43.667023,-79.401805"
Sushi Maido Japanese Restaurant,364 Bloor Street W,4.0,76.0,50.0,"43.667023,-79.401805"
Burrito Bandidos,2 Walmer Road,3.5,101.0,50.0,"43.667023,-79.401805"
Jjin Toast,792 Bathurst Street,5.0,24.0,50.0,"43.667023,-79.401805"
Country Style Hungarian Restaurant,450 Bloor Street W,3.5,128.0,50.0,"43.667023,-79.401805"
Ristorante Sotto Sotto,120 Avenue Road,4.0,120.0,50.0,"43.667023,-79.401805"
Kasa Moto,115 Yorkville Avenue,3.5,256.0,50.0,"43.667023,-79.401805"
Hemingway's Restaurant,142 Cumberland St,3.0,291.0,50.0,"43.667023,-79.401805"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,50.0,"43.66842,-79.410585"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,50.0,"43.66842,-79.410585"
Yasu,81 Harbord Street,4.5,416.0,50.0,"43.66842,-79.410585"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,50.0,"43.66842,-79.410585"
Hodo Kwaja,656 Bloor Street W,4.5,240.0,50.0,"43.66842,-79.410585"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,50.0,"43.66842,-79.410585"
Rasa,196 Robert Street,4.5,317.0,50.0,"43.66842,-79.410585"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,50.0,"43.66842,-79.410585"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,50.0,"43.66842,-79.410585"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,50.0,"43.66842,-79.410585"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,50.0,"43.66842,-79.410585"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,50.0,"43.66842,-79.410585"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,50.0,"43.66842,-79.410585"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,50.0,"43.66842,-79.410585"
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,202.0,50.0,"43.66842,-79.410585"
Napoli Centrale,964 Bathurst Street,4.5,65.0,50.0,"43.66842,-79.410585"
Chadwick's,268 Howland Avenue,4.0,217.0,50.0,"43.66842,-79.410585"
Jin Dal Lae,647 Bloor Street W,4.5,110.0,50.0,"43.66842,-79.410585"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,50.0,"43.66842,-79.410585"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,50.0,"43.66842,-79.410585"
Playa Cabana,111 Dupont Street,4.0,467.0,50.0,"43.66842,-79.410585"
El Pocho Antojitos Bar,2 Follis Avenue,4.5,80.0,50.0,"43.66842,-79.410585"
Tacos El Asador,689 Bloor Street W,4.0,323.0,50.0,"43.66842,-79.410585"
Mallo,785  Bathurst Street,5.0,44.0,50.0,"43.66842,-79.410585"
Kevin's Taiyaki,675 Bloor Street,4.5,78.0,50.0,"43.66842,-79.410585"
Barrio Coreano,642 Bloor Street W,3.5,247.0,50.0,"43.66842,-79.410585"
Her Chef,599 Bloor Street W,4.5,60.0,50.0,"43.66842,-79.410585"
Fat Pasha,414 Dupont Street,4.0,208.0,50.0,"43.66842,-79.410585"
Sunrise House,661 Bloor Street W,4.0,216.0,50.0,"43.66842,-79.410585"
Famoso Neapolitan,386 Bloor Street W,4.0,169.0,50.0,"43.66842,-79.410585"
El Furniture Warehouse - Bloor St,410 Bloor St West,3.0,325.0,50.0,"43.66842,-79.410585"
Jjin Toast,792 Bathurst Street,5.0,24.0,50.0,"43.66842,-79.410585"
Sushi On Bloor,525 Bloor Street W,3.5,174.0,50.0,"43.66842,-79.410585"
Roti Cuisine of India,308 Dupont Street,4.5,119.0,50.0,"43.66842,-79.410585"
Chung Chun Rice Dog,615 Bloor Street W,4.5,69.0,50.0,"43.66842,-79.410585"
Banjara Indian Cuisine,796 Bloor Street W,3.5,444.0,50.0,"43.66842,-79.410585"
Arisu Korean BBQ & Sushi,584 Bloor Street W,3.5,212.0,50.0,"43.66842,-79.410585"
Daldongnae,658 Bloor Street,4.5,78.0,50.0,"43.66842,-79.410585"
Piano Piano,88 Harbord Street,3.5,295.0,50.0,"43.66842,-79.410585"
Country Style Hungarian Restaurant,450 Bloor Street W,3.5,128.0,50.0,"43.66842,-79.410585"
Paldo Gangsan,694 Bloor Street  W,4.5,85.0,50.0,"43.66842,-79.410585"
Future Bistro,483 Bloor Street W,3.5,220.0,50.0,"43.66842,-79.410585"
Hancook Cheese Dakgalbi,605 Bloor Street W,4.0,82.0,50.0,"43.66842,-79.410585"
Imonay House Restaurant,665 Bloor Street W,4.0,88.0,50.0,"43.66842,-79.410585"
Zaad,348 Bloor Street West,4.5,58.0,50.0,"43.66842,-79.410585"
LA LA Bakeshop,346 A Bloor Street W,4.5,36.0,50.0,"43.66842,-79.410585"
Creeds Coffee Bar,450 Dupont Street,4.0,68.0,50.0,"43.66842,-79.410585"
The Grapefruit Moon,968 Bathurst Street,3.5,143.0,50.0,"43.66842,-79.410585"
Kenzo Ramen,372 Bloor Street W,3.5,133.0,50.0,"43.66842,-79.410585"
New Generation Grill Fusion,486 Bloor Street W,3.5,83.0,50.0,"43.66842,-79.410585"
Chica's Nashville Hot Chicken,2853 Dundas Street W,4.5,122.0,50.0,"43.66402,-79.46418"
Indie Ale House,2876 Dundas Street W,4.0,254.0,50.0,"43.66402,-79.46418"
The Hole In the Wall,2867 Dundas Street W,4.5,168.0,50.0,"43.66402,-79.46418"
Honest Weight,2766 Dundas Street W,4.5,135.0,50.0,"43.66402,-79.46418"
Nodo - Junction,2885 Dundas Street West,4.0,203.0,50.0,"43.66402,-79.46418"
When The Pig Came Home,384 Keele Street,4.5,72.0,50.0,"43.66402,-79.46418"
Dirty Food Eatery,3070 Dundas Street W,4.5,129.0,50.0,"43.66402,-79.46418"
Isaan Der,2961 Dundas Street W,4.0,115.0,50.0,"43.66402,-79.46418"
Playa Cabana Cantina,2883 Dundas Street W,3.5,299.0,50.0,"43.66402,-79.46418"
Luna Junction,2800 Dundas St W,4.5,35.0,50.0,"43.66402,-79.46418"
Baguette & Co,2772 Dundas St W,4.5,44.0,50.0,"43.66402,-79.46418"
Taste Seduction,399 Keele Street,4.5,38.0,50.0,"43.66402,-79.46418"
Bunner's,3054 Dundas Street W,4.0,136.0,50.0,"43.66402,-79.46418"
Leela Indian Food Bar,3108 Dundas Street W,4.5,105.0,50.0,"43.66402,-79.46418"
Tuckshop Kitchen,1640 Dupont Street,4.5,56.0,50.0,"43.66402,-79.46418"
Curry Twist Restaurant,3034 Dundas Street W,4.0,109.0,50.0,"43.66402,-79.46418"
La Rev,2848 Dundas Street W,3.5,60.0,50.0,"43.66402,-79.46418"
The Alpine,2872 Dundas Street W,4.0,36.0,50.0,"43.66402,-79.46418"
Annette Food Market,240 Annette Street,4.0,83.0,50.0,"43.66402,-79.46418"
Silk Thai Restaurant,2907 Dundas Street W,3.5,72.0,50.0,"43.66402,-79.46418"
Cool Hand of a Girl,2804 Dundas Street W,3.5,57.0,50.0,"43.66402,-79.46418"
Koji Japanese Restaurant,1553 Dupont Street,4.5,38.0,50.0,"43.66402,-79.46418"
Tumi Dumpling House,2904 Dundas Street W,4.5,18.0,50.0,"43.66402,-79.46418"
Mattachioni,1617 Dupont Street,4.0,45.0,50.0,"43.66402,-79.46418"
Pho Huong,394 Pacific Avenue,3.0,104.0,50.0,"43.66402,-79.46418"
3030,3030 Dundas Street W,3.0,113.0,50.0,"43.66402,-79.46418"
Decó,2840 Dundas Street W,4.5,15.0,50.0,"43.66402,-79.46418"
Rois Cream,382 Keele Street,5.0,7.0,50.0,"43.66402,-79.46418"
Tam Vietnamese Street Food & Cafe,369 Keele Street,4.5,9.0,50.0,"43.66402,-79.46418"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,50.0,"43.66402,-79.46418"
The Merseyside,2413 Dundas Street W,4.5,22.0,50.0,"43.66402,-79.46418"
Thai Lime,1551 Dupont Street,3.5,96.0,50.0,"43.66402,-79.46418"
UB Social Cafe & General Store,3015 Dundas Street W,4.0,18.0,50.0,"43.66402,-79.46418"
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,61.0,50.0,"43.66402,-79.46418"
