name,address,rating,total_photos,total_ratings,num_of_res,coordinates
Zucca Trattoria,2150 Yonge St,6.4,11.0,32.0,26.0,"43.6954486,-79.4026176"
Hokkaido Ramen Santouka,2057 Yonge St,6.2,13.0,11.0,26.0,"43.6954486,-79.4026176"
Tim Hortons,1910 Yonge St,5.9,44.0,25.0,26.0,"43.6954486,-79.4026176"
Phyllo You Bakery,1919A Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Abyssinia YYZ Ethiopian & Eritrean Cuisine,2038 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Dave's Hot Chicken,2066 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Sushi Gen,1502 Yonge St,5.6,12.0,17.0,26.0,"43.6954486,-79.4026176"
Rag Doll Eatery,2110 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Ambiyan on Yonge,1560 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Juicy Dumpling,2150 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Delicious Indian Food,1920 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Wolf Down,1941 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Via Cibo,1941 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Joseph's Deli Cafe,1992 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Limelight Dinner Theatre,2026 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Tabülè Middle Eastern Cuisine,2009 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
C 2 Catering,1521 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Paramount Bar & Grill,1507 Yonge St,,0.0,0.0,26.0,"43.6954486,-79.4026176"
Local 1794,1794 Danforth Ave,8.2,29.0,45.0,34.0,"43.6850809,-79.3149901"
Bodega Henriette,1801 Gerrard St E,8.9,18.0,29.0,34.0,"43.6850809,-79.3149901"
Budapest Restaurant,1959 Gerrard St E,8.4,14.0,13.0,34.0,"43.6850809,-79.3149901"
Thai Room,2063 Danforth Ave,7.0,6.0,20.0,34.0,"43.6850809,-79.3149901"
Patisserie la Cigogne,1419 Danforth Ave,7.4,27.0,42.0,34.0,"43.6850809,-79.3149901"
Firkin on Danforth,2057 Danforth Ave,6.6,4.0,15.0,34.0,"43.6850809,-79.3149901"
Pizza Pizza,2077 Danforth Ave,6.3,3.0,8.0,34.0,"43.6850809,-79.3149901"
Seb's Cappuccino,1928 Danforth Ave,6.2,21.0,8.0,34.0,"43.6850809,-79.3149901"
Retro Burger,1684 Danforth Ave,6.3,11.0,18.0,34.0,"43.6850809,-79.3149901"
The Groove Restaurant,1952 Danforth Ave,5.5,4.0,13.0,34.0,"43.6850809,-79.3149901"
Steve Quality Meat Deli,1938 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
La Samoserie,1904 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Subway,825 Coxwell Ave,6.4,0.0,2.0,34.0,"43.6850809,-79.3149901"
Subway,1568 Danforth Ave,6.1,2.0,9.0,34.0,"43.6850809,-79.3149901"
Mike's Place Fish & Chips,2162 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
El Sol Mexican Art Cafe,1448 Danforth Ave,6.1,13.0,28.0,34.0,"43.6850809,-79.3149901"
Atto Sushi,2231 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
A&W Restaurant,1606 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Tim Hortons,1630 Danforth Ave,5.4,1.0,6.0,34.0,"43.6850809,-79.3149901"
Blue River House,2328 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Pizzaiolo,1528 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Yanagi Sushi,1524 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Hakka Fire,1235 Woodbine Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
McDonald's,1735 Danforth Ave,4.7,34.0,52.0,34.0,"43.6850809,-79.3149901"
Aviator Danforth,1458 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
U-Naru Sushi MGH,825 Coxwell Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Abyssinia,2013 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Thai Room on Danforth,2063 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Thai Room Restaurant,2063 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
House of Bengal,2183 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Blue River House,1929 Gerrard St E,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Subway,200 Queensdale Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Arabian nights cafe,1444 Danforth Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Enjoy Garden,476 Coxwell Ave,,0.0,0.0,34.0,"43.6850809,-79.3149901"
Athens Restaurant,707 Danforth Ave,8.5,11.0,17.0,48.0,"43.6800218,-79.3405681"
The Only Cafe,972 Danforth Ave,8.3,571.0,146.0,48.0,"43.6800218,-79.3405681"
Von Doughnuts,713 Danforth Ave,7.6,39.0,34.0,48.0,"43.6800218,-79.3405681"
Dolce Gelato,414 Danforth Ave,8.3,123.0,74.0,48.0,"43.6800218,-79.3405681"
Messini Authentic Gyros,445 Danforth Ave,8.1,182.0,308.0,48.0,"43.6800218,-79.3405681"
Square-Boy Drive-In,875 Danforth Ave,7.1,66.0,116.0,48.0,"43.6800218,-79.3405681"
Morgans on the Danforth,1282 Danforth Ave,7.8,76.0,65.0,48.0,"43.6800218,-79.3405681"
Ha Gow Dim Sum House,988 Danforth Ave,7.0,11.0,18.0,48.0,"43.6800218,-79.3405681"
Momo Hut & Gardens,401 Danforth Ave,7.7,28.0,9.0,48.0,"43.6800218,-79.3405681"
Souv Like,708 Pape Ave,7.1,11.0,8.0,48.0,"43.6800218,-79.3405681"
Il Fornello,576 Danforth Ave,7.3,65.0,41.0,48.0,"43.6800218,-79.3405681"
A&W Restaurant,654 Danforth Ave,7.1,8.0,27.0,48.0,"43.6800218,-79.3405681"
Goat Coffee Co,893 Pape Ave,7.2,32.0,36.0,48.0,"43.6800218,-79.3405681"
The Dylan Bar,1276 Danforth Ave,7.1,10.0,10.0,48.0,"43.6800218,-79.3405681"
Anestis Taverna,526 Danforth Ave,6.8,4.0,8.0,48.0,"43.6800218,-79.3405681"
Astoria Shish Kebob House Inc,390 Danforth Ave,7.0,76.0,107.0,48.0,"43.6800218,-79.3405681"
Subway,671 Danforth Ave,6.5,1.0,1.0,48.0,"43.6800218,-79.3405681"
Kalyvia Restaurant,420 Danforth Ave,6.9,30.0,19.0,48.0,"43.6800218,-79.3405681"
A&W Restaurant,1190 Danforth Ave,6.4,0.0,0.0,48.0,"43.6800218,-79.3405681"
Tim Hortons,743 Pape Ave,6.0,5.0,11.0,48.0,"43.6800218,-79.3405681"
Galata Kebab House,940 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Baser Ahmad City Fried Chicken and Pizza,990 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Bar Hop Session,681 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Kabsa Mandi Restaurant,1008 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Hunter's on the Danforth,674 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Healthy Planet,568 Danforth Ave,5.7,10.0,14.0,48.0,"43.6800218,-79.3405681"
Fox and Fiddle,535 Danforth Ave,5.7,66.0,72.0,48.0,"43.6800218,-79.3405681"
Popeye's Louisiana Kitchen,523 Danforth Ave,5.7,15.0,10.0,48.0,"43.6800218,-79.3405681"
Ramen Buta-Nibo｜ラーメン 豚と煮干,547 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
District 34,516 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Spice 505,505 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
El Charro,493 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Subway,1226 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Kings Drive in,919 Pape Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Blue Nile,1260 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
The Bullger,424 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Burgers N' Fries,940 Pape Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Pape Village,942 Pape Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
One Night Only Pizza,227 Withrow Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Islamia Restaurant,937 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Marvel Coffee Co,6 Donlands Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
SugarKane,699 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Madina Halal Baked Pizza & Wings,1014 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Hideaway Resturant & Lounge,538 Danforth Rd,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Macchiato Espresso Bar,873 Pape Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Kasantra Coffee Shop,850 Pape Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
The Burger's Priest,507 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Thai Diner in Toronto,395 Danforth Ave,,0.0,0.0,48.0,"43.6800218,-79.3405681"
Subway,1265 Military Trail,6.5,1.0,1.0,10.0,"43.7842419,-79.1849889"
Tim Hortons,1265 Military Trail,5.8,3.0,6.0,10.0,"43.7842419,-79.1849889"
KFC,1265 Military Trail,,0.0,0.0,10.0,"43.7842419,-79.1849889"
Hero Certified Burgers,Center 1265 Military Trail,,0.0,0.0,10.0,"43.7842419,-79.1849889"
Tim Hortons,875 Morningside Ave,6.3,1.0,0.0,10.0,"43.7842419,-79.1849889"
Highland Fish & Chips,3357 Ellesmere Rd,,0.0,0.0,10.0,"43.7842419,-79.1849889"
A&W Restaurant,3100 Ellesmere Rd,,0.0,0.0,10.0,"43.7842419,-79.1849889"
Ara Mark Canada Ltd,1265 Military Trail,,0.0,0.0,10.0,"43.7842419,-79.1849889"
The Rex's Den,1265 Military Trail,,0.0,0.0,10.0,"43.7842419,-79.1849889"
Tim Hortons,755 Morningside Ave,,0.0,0.0,10.0,"43.7842419,-79.1849889"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,50.0,"43.6451308,-79.36536439999999"
Neo Coffee Bar,161 Frederick St,9.0,229.0,213.0,50.0,"43.6451308,-79.36536439999999"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,50.0,"43.6451308,-79.36536439999999"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,50.0,"43.6451308,-79.36536439999999"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,50.0,"43.6451308,-79.36536439999999"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,50.0,"43.6451308,-79.36536439999999"
Roselle Desserts,362 King St E,8.9,45.0,61.0,50.0,"43.6451308,-79.36536439999999"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,50.0,"43.6451308,-79.36536439999999"
The Black Canary Espresso Bar,61 Sherbourne St,8.4,65.0,109.0,50.0,"43.6451308,-79.36536439999999"
Miyaki Sushi,222 the Esplanade,7.9,6.0,18.0,50.0,"43.6451308,-79.36536439999999"
C'est What,67 Front St E,8.3,1182.0,456.0,50.0,"43.6451308,-79.36536439999999"
Mystic Muffin,113 Jarvis St,8.8,39.0,52.0,50.0,"43.6451308,-79.36536439999999"
Tandem Coffee,368 King St E,8.8,51.0,75.0,50.0,"43.6451308,-79.36536439999999"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,50.0,"43.6451308,-79.36536439999999"
Fusaro's,294 Richmond St E,8.6,46.0,74.0,50.0,"43.6451308,-79.36536439999999"
Triple a Bar,138 Adelaide St E,8.3,108.0,156.0,50.0,"43.6451308,-79.36536439999999"
Balzacs Coffee Ltd,10 Market St,7.9,102.0,118.0,50.0,"43.6451308,-79.36536439999999"
Le Petit Dejeuner,191 King St E,8.0,161.0,308.0,50.0,"43.6451308,-79.36536439999999"
Pearl Diver,100 Adelaide St E,8.3,151.0,151.0,50.0,"43.6451308,-79.36536439999999"
Wildly Delicious,11 Tank House Lane,8.0,42.0,17.0,50.0,"43.6451308,-79.36536439999999"
Mill Street Brew Pub,21 Tank House Lane,8.0,1132.0,815.0,50.0,"43.6451308,-79.36536439999999"
El Catrin Destileria,18 Tank House Lane,8.0,705.0,707.0,50.0,"43.6451308,-79.36536439999999"
Paddington's Pump,95 Front St E,7.6,74.0,61.0,50.0,"43.6451308,-79.36536439999999"
Cantina Mercatto,20 Wellington St E,7.8,3.0,9.0,50.0,"43.6451308,-79.36536439999999"
The Works Gourmet Burger Bistro,60 Wellington St E,7.6,205.0,197.0,50.0,"43.6451308,-79.36536439999999"
Flatiron & Firkin,49 Wellington St E,7.5,87.0,107.0,50.0,"43.6451308,-79.36536439999999"
Score on King,107 King St E,7.5,16.0,11.0,50.0,"43.6451308,-79.36536439999999"
Madrina Bar Y Tapas,2 Trinity St,7.3,46.0,35.0,50.0,"43.6451308,-79.36536439999999"
Alexandro's World Famous Gyros,5 Queens Quay W,7.5,30.0,76.0,50.0,"43.6451308,-79.36536439999999"
Archeo Trattoria,55 Mill St,7.3,92.0,44.0,50.0,"43.6451308,-79.36536439999999"
Polson Pier,11 Polson St,7.4,195.0,55.0,50.0,"43.6451308,-79.36536439999999"
Popeye's Louisiana Kitchen,12 Bonnycastle St,6.6,4.0,1.0,50.0,"43.6451308,-79.36536439999999"
Bier Markt,58 the Esplanade,7.1,490.0,419.0,50.0,"43.6451308,-79.36536439999999"
Against the Grain Urban Tavern,25 Dockside Dr Corus Quay,6.5,221.0,155.0,50.0,"43.6451308,-79.36536439999999"
Scotland Yard,56 the Esplanade,6.9,113.0,134.0,50.0,"43.6451308,-79.36536439999999"
The Jason George,100 Front St E,6.8,90.0,84.0,50.0,"43.6451308,-79.36536439999999"
Hot House Cafe,35 Church St,6.8,170.0,200.0,50.0,"43.6451308,-79.36536439999999"
Gabby's Eatery & Taps,193 King St,6.8,30.0,28.0,50.0,"43.6451308,-79.36536439999999"
Popeye's Louisiana Kitchen,106 Front St,6.6,1.0,2.0,50.0,"43.6451308,-79.36536439999999"
P.J. O'Brien Irish Pub and Restuarant,39 Colborne St,6.8,69.0,92.0,50.0,"43.6451308,-79.36536439999999"
A&W Restaurant,85 Front St E,6.4,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
St. Louis Bar and Grill,92 King St E,6.4,58.0,80.0,50.0,"43.6451308,-79.36536439999999"
South St. Burger,12 Richardson St,,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
Tim Hortons,323 Richmond St E,6.0,23.0,46.0,50.0,"43.6451308,-79.36536439999999"
Tim Hortons,12 Queens Dr,5.8,15.0,55.0,50.0,"43.6451308,-79.36536439999999"
Dukes Refresher,73 Front St E,,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
Cafe Oro Di Napoli,75 Jarvis St,,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
My Roti Place,12 Queens Dr,,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
Reyna on King,354 King St E,,0.0,0.0,50.0,"43.6451308,-79.36536439999999"
McDonald's,121 Front St E,4.8,23.0,27.0,50.0,"43.6451308,-79.36536439999999"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,42.0,"43.6482995,-79.3552533"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,42.0,"43.6482995,-79.3552533"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,42.0,"43.6482995,-79.3552533"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,42.0,"43.6482995,-79.3552533"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,42.0,"43.6482995,-79.3552533"
Souk Tabule,494 Front St E,8.8,27.0,71.0,42.0,"43.6482995,-79.3552533"
Cherry Street Bar-B-Que,275 Cherry St,8.2,48.0,88.0,42.0,"43.6482995,-79.3552533"
Mill Street Brew Pub,21 Tank House Lane,8.0,1132.0,815.0,42.0,"43.6482995,-79.3552533"
Wildly Delicious,11 Tank House Lane,8.0,42.0,17.0,42.0,"43.6482995,-79.3552533"
El Catrin Destileria,18 Tank House Lane,8.0,705.0,707.0,42.0,"43.6482995,-79.3552533"
Roselle Desserts,362 King St E,8.9,45.0,61.0,42.0,"43.6482995,-79.3552533"
Tandem Coffee,368 King St E,8.8,51.0,75.0,42.0,"43.6482995,-79.3552533"
Impact Kitchen,573 King St E,8.7,34.0,64.0,42.0,"43.6482995,-79.3552533"
Miyaki Sushi,222 the Esplanade,7.9,6.0,18.0,42.0,"43.6482995,-79.3552533"
Madrina Bar Y Tapas,2 Trinity St,7.3,46.0,35.0,42.0,"43.6482995,-79.3552533"
Archeo Trattoria,55 Mill St,7.3,92.0,44.0,42.0,"43.6482995,-79.3552533"
Cluck Clucks,222 the Esplanade,7.8,29.0,38.0,42.0,"43.6482995,-79.3552533"
The Aviary,484A Front St E,7.3,27.0,13.0,42.0,"43.6482995,-79.3552533"
Polson Pier,11 Polson St,7.4,195.0,55.0,42.0,"43.6482995,-79.3552533"
Popeye's Louisiana Kitchen,12 Bonnycastle St,6.6,4.0,1.0,42.0,"43.6482995,-79.3552533"
Keating Channel Pub & Grill,2 Villiers St,5.7,92.0,24.0,42.0,"43.6482995,-79.3552533"
Subway,514 King St E,6.3,2.0,1.0,42.0,"43.6482995,-79.3552533"
Flipside Donuts Cafe & Bar,12 Case Goods Lane,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Arena Coffee Bar,15 Tank House Lane,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Copper Branch,470 Front St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Bar Burrito,464 Front St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Mom and Pops,262 the Esplanade,,0.0,0.0,42.0,"43.6482995,-79.3552533"
The Docks,11 Polson St,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Reyna on King,354 King St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Tim Hortons,589 King St E,5.5,15.0,19.0,42.0,"43.6482995,-79.3552533"
Fusilli Restaurant,531 Queen St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Toronto Christmas Market,55 Mill St,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Distillery Canteen,55 Mill St,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Rebel Wings,291 Lake Shore Blvd E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
MrBeast Burger,291 Lake Shore Blvd E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Mia Pasta,291 Lake Shore Blvd E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Genesis New Years Eve,11 Polson St,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Tides Restaurant and Night Club,11 Polson St,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Popeye's Louisiana Kitchen,194 Queens Quay E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
Pizza Nova,222 the Esplanade,,0.0,0.0,42.0,"43.6482995,-79.3552533"
River Street Café,531 Queen St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
M & B Resto Bar & Social Hang Out,260 King St E,,0.0,0.0,42.0,"43.6482995,-79.3552533"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.65637299999999,-79.38781039999999"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,50.0,"43.65637299999999,-79.38781039999999"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,50.0,"43.65637299999999,-79.38781039999999"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,50.0,"43.65637299999999,-79.38781039999999"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.65637299999999,-79.38781039999999"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,50.0,"43.65637299999999,-79.38781039999999"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,50.0,"43.65637299999999,-79.38781039999999"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,50.0,"43.65637299999999,-79.38781039999999"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,50.0,"43.65637299999999,-79.38781039999999"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,50.0,"43.65637299999999,-79.38781039999999"
Mercatto,101 College St,8.2,46.0,82.0,50.0,"43.65637299999999,-79.38781039999999"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,50.0,"43.65637299999999,-79.38781039999999"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,50.0,"43.65637299999999,-79.38781039999999"
Salad King,340 Yonge St,8.1,513.0,732.0,50.0,"43.65637299999999,-79.38781039999999"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,50.0,"43.65637299999999,-79.38781039999999"
Pai,18 Duncan St,9.2,515.0,932.0,50.0,"43.65637299999999,-79.38781039999999"
Byblos,11 Duncan St,9.3,163.0,337.0,50.0,"43.65637299999999,-79.38781039999999"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,50.0,"43.65637299999999,-79.38781039999999"
Ikkousha Ramen,249 Queen St W,8.4,47.0,24.0,50.0,"43.65637299999999,-79.38781039999999"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,50.0,"43.65637299999999,-79.38781039999999"
Trattoria Mercatto,220 Yonge St,8.1,226.0,199.0,50.0,"43.65637299999999,-79.38781039999999"
Copacabana Brazilian Steakhouse Adelaide,230 Adelaide St W,8.6,91.0,214.0,50.0,"43.65637299999999,-79.38781039999999"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,50.0,"43.65637299999999,-79.38781039999999"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,50.0,"43.65637299999999,-79.38781039999999"
JOEY Eaton Centre,1 Dundas St W,7.8,574.0,571.0,50.0,"43.65637299999999,-79.38781039999999"
Queen St Warehouse,232 Queen St W,8.2,85.0,174.0,50.0,"43.65637299999999,-79.38781039999999"
Hair of the Dog,425 Church St,8.5,257.0,271.0,50.0,"43.65637299999999,-79.38781039999999"
Dark Horse Espresso Bar,215 Spadina Ave,8.4,368.0,525.0,50.0,"43.65637299999999,-79.38781039999999"
Bangkok Garden Restaurant,18 Elm St,7.6,29.0,64.0,50.0,"43.65637299999999,-79.38781039999999"
Leña Restaurante,176 Yonge St,8.1,98.0,108.0,50.0,"43.65637299999999,-79.38781039999999"
King Taps,100 King St W,8.2,121.0,90.0,50.0,"43.65637299999999,-79.38781039999999"
Town Crier Pub,115 John St,8.1,311.0,320.0,50.0,"43.65637299999999,-79.38781039999999"
Prenup Pub,191 College St,7.7,41.0,74.0,50.0,"43.65637299999999,-79.38781039999999"
Dim Sum King,421 Dundas St W,7.8,133.0,155.0,50.0,"43.65637299999999,-79.38781039999999"
The 3 Brewers,275 Yonge St,7.7,657.0,613.0,50.0,"43.65637299999999,-79.38781039999999"
Sunset Grill,1 Richmond St W,7.9,82.0,128.0,50.0,"43.65637299999999,-79.38781039999999"
W Burger Bar,10 College St,7.6,136.0,164.0,50.0,"43.65637299999999,-79.38781039999999"
Fat Bastard Burrito Co,187 College St,7.5,4.0,22.0,50.0,"43.65637299999999,-79.38781039999999"
Earl's Kitchen & Bar,150 King St W,7.9,377.0,437.0,50.0,"43.65637299999999,-79.38781039999999"
New Sky Restaurant,353 Spadina Ave,7.8,48.0,55.0,50.0,"43.65637299999999,-79.38781039999999"
Pho Hung Restaurant,350 Spadina Ave,7.8,165.0,247.0,50.0,"43.65637299999999,-79.38781039999999"
Jack Astor's,10 Dundas St E,7.4,589.0,437.0,50.0,"43.65637299999999,-79.38781039999999"
Mother's Dumplings,421 Spadina Ave,7.7,219.0,334.0,50.0,"43.65637299999999,-79.38781039999999"
Coffee Island,925 Bay St,7.6,25.0,24.0,50.0,"43.65637299999999,-79.38781039999999"
Kyoto Katsugyu,134 Dundas St E,7.7,24.0,10.0,50.0,"43.65637299999999,-79.38781039999999"
Grace O'Malley's,14 Duncan St,7.7,99.0,144.0,50.0,"43.65637299999999,-79.38781039999999"
Juicy Dumpling,280 Spadina Ave,7.6,46.0,58.0,50.0,"43.65637299999999,-79.38781039999999"
The Rivoli,334 Queen St W,7.6,355.0,289.0,50.0,"43.65637299999999,-79.38781039999999"
Fran's Restaurant,20 College St,7.3,268.0,278.0,50.0,"43.65637299999999,-79.38781039999999"
Rosewood Chinese Cuisine,463 Dundas St W,7.3,68.0,83.0,50.0,"43.65637299999999,-79.38781039999999"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,50.0,"43.657838,-79.38631"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,50.0,"43.657838,-79.38631"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,50.0,"43.657838,-79.38631"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,50.0,"43.657838,-79.38631"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.657838,-79.38631"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,50.0,"43.657838,-79.38631"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,50.0,"43.657838,-79.38631"
Mercatto,101 College St,8.2,46.0,82.0,50.0,"43.657838,-79.38631"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,50.0,"43.657838,-79.38631"
Salad King,340 Yonge St,8.1,513.0,732.0,50.0,"43.657838,-79.38631"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,50.0,"43.657838,-79.38631"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.657838,-79.38631"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,50.0,"43.657838,-79.38631"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,50.0,"43.657838,-79.38631"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,50.0,"43.657838,-79.38631"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,50.0,"43.657838,-79.38631"
Trattoria Mercatto,220 Yonge St,8.1,226.0,199.0,50.0,"43.657838,-79.38631"
Hair of the Dog,425 Church St,8.5,257.0,271.0,50.0,"43.657838,-79.38631"
JOEY Eaton Centre,1 Dundas St W,7.8,574.0,571.0,50.0,"43.657838,-79.38631"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,50.0,"43.657838,-79.38631"
Ikkousha Ramen,249 Queen St W,8.4,47.0,24.0,50.0,"43.657838,-79.38631"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,50.0,"43.657838,-79.38631"
Queen St Warehouse,232 Queen St W,8.2,85.0,174.0,50.0,"43.657838,-79.38631"
W Burger Bar,10 College St,7.6,136.0,164.0,50.0,"43.657838,-79.38631"
The 3 Brewers,275 Yonge St,7.7,657.0,613.0,50.0,"43.657838,-79.38631"
Leña Restaurante,176 Yonge St,8.1,98.0,108.0,50.0,"43.657838,-79.38631"
Woody's,467 Church St,8.1,311.0,263.0,50.0,"43.657838,-79.38631"
